Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,Menzioni,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000666,,,,,,2015,Brunello,DOCG,Brunello Di Montalcino,Baricci,Toscana,5,40-44,Sangiovese 100%,Bollito misto con salsa verde,,93,,93,,na,Rosso fermo,15,14k,36 mesi in botte grande,"Veste rubino con riflessi granato. Ventaglio olfattivo ampio e di grande spessore, che elargisce richiami di mora di gelso, mirtillo, amarena e viola essiccata,; si inseriscono  in elegante successione lavanda, eucalipto, malva, goudron, bacca di ginepro e grafite, continuando poi con alloro, tamarindo e cera d'api. Il sorso è pieno e gustoso, con l'alcolicità ben mitigata dalla freschezza, tannini serici e un'invitante matrice sapida. La lunga progressione termina con ritorni di china",,na,na,na,na,na,Italia,2,,,
,0000666,,,,,,2016,Brunello,DOCG,Brunello Di Montalcino,Baricci,Toscana,5,50-54,Sangiovese 100%,Filetti di fagianella,,93,,93,,na,Rosso fermo,14.5,15k,36 mesi in botte grande,"Tenue manto rubino vivace. Intenso nei profumi di pesca tabac- chiera, ribes rosso, rosa, cannella, ceralacca, chiodi di garofano, legno di sandalo, mirto, sottobosco e burro di cacao. In bocca è fresco, succoso, contornato da tannini fitti, lungo con una grade- vole scia ferruginosa sul finale",,na,na,na,na,na,Italia,2,,,
,0000666-1,11.93,80,1.54,44,5.0,,Brunello,DOCG,Brunello Di Montalcino,Baricci,Toscana,5★,50-54,Sangiovese 100%,Capretto al rosmarino – Lombo di maiale ripieno di castagne – Bollito misto con salsa verde – Filetti di fagianella,,na,,na,,na,Rosso fermo,14.5,14k-16k,36 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0000667,,,,,,2012,Brunello Riserva Nello,DOCG,Brunello Di Montalcino,Baricci,Toscana,4,100-124,Sangiovese 100%,Brasato di cinghiale,Riserva,90,,90,,na,Rosso fermo,14.5,2k,40 mesi in tonneau + 24 in bottiglia,"Tonalità granato trasparente. Apre con sentori di amarena, mora, cioccolato e macchia mediterranea, seguiti da aghi di pino, legno  di sandalo e bacche di ginepro. Al palato è avvolgente e vellutato, con acidità spalleggiata da tannini integrati e saporiti. Persistente chiusura amaricante. ",,na,na,na,na,na,Italia,2,,,
,0000667,,,,,,2015,Brunello Riserva Nello,DOCG,Brunello Di Montalcino,Baricci,Toscana,5,100-124,Sangiovese 100%,Cinghiale in dolceforte,Riserva,92,,92,,na,Rosso fermo,15,2k,40 mesi in tonneau + 24 in bottiglia,"Rubino che vira al granato. Aromi di ciliegia, cioccolato, violet- ta, anice stellato, pepe, erbe aromatiche, citronella, cuoio, china, rabarbaro, tabacco, note di grafite e incenso. Gustoso, il tannino spalleggia l'acidità, buona persistenza con ritorni di frutti di bo- sco e cacao",,na,na,na,na,na,Italia,2,,,
,0000667-1,3.98,27,0.24,7,4.5,,Brunello Riserva Nello,DOCG,Brunello Di Montalcino,Baricci,Toscana,4★-5★,100-124,Sangiovese 100%,Brasato di cinghiale – Cinghiale in dolceforte,Riserva,na,,na,,na,Rosso fermo,15,2k,40 mesi in tonneau + 24 in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000668,,,,,,2016,Brunello,DOCG,Brunello Di Montalcino,Beatesca,Toscana,4,65-69,Sangiovese 100%,Filetto alla Stroganoff,,90,,90,,na,Rosso fermo,14.5,2k,24 mesi in botte,"Rubino vivace e luminoso. Impatto intenso con riconoscimenti che spaziano da frutta rossa in confettura, prugna, tabacco scu- ro, a cenni di cacao, erbe aromatiche, vaniglia e anice stellato. Bocca avvolgente e dinamica, tannino ben integrato, buona per- sistenza dai ritorni di liquirizia. ",,na,na,na,na,na,Italia,2,,,
,0000668-1,1.00,7,0.10,3,4.0,,Brunello,DOCG,Brunello Di Montalcino,Beatesca,Toscana,4★,65-69,Sangiovese 100%,Filetto alla Stroganoff,,na,,na,,na,Rosso fermo,14.5,2k,24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000669,,,,,,2013,Brunello Poggio Al Granchio,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,45-49,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,13.5,8k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000669,,,,,,2015,Brunello Poggio Al Granchio,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,45-49,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,14,9k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000669,,,,,,2016,Brunello Poggio Al Granchio,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,50-54,Sangiovese 100%,nd,,88,,88,,na,Rosso fermo,14.5,9k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000669-1,1.02,7,0.13,4,3.0,,Brunello Poggio Al Granchio,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3★,50-54,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14.5,9k,24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000670,,,,,,2013,Brunello Poggio Vigna Del Lago,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,55-59,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,14,5k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000670,,,,,,2015,Brunello Poggio Vigna Del Lago,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,55-59,Sangiovese 100%,nd,,87,,87,,na,Rosso fermo,14,6k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000670,,,,,,2016,Brunello Poggio Vigna Del Lago,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,55-59,Sangiovese 100%,nd,,88,,88,,na,Rosso fermo,14,6k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000670-1,1.02,7,0.12,3,3.0,,Brunello Poggio Vigna Del Lago,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3★,55-59,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,6k,24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000672,,,,,,2013,Brunello Riserva Val Di Suga,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,45-49,Sangiovese 100%,nd,Riserva,86,,86,,na,Rosso fermo,14,15k,?,,,na,na,na,na,na,Italia,2,,,
,0000672-1,0.34,2,0.05,1,3.0,,Brunello Riserva Val Di Suga,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3★,45-49,Sangiovese 100%,nd,Riserva,na,,na,,na,Rosso fermo,14,15k,?,,,na,na,na,na,na,Italia,1,,,
,0000671,,,,,,2014,Brunello Val Di Suga,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,40-44,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,13.5,40k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000671,,,,,,2015,Brunello Val Di Suga,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,40-44,Sangiovese 100%,nd,,87,,87,,na,Rosso fermo,14,60k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000671,,,,,,2016,Brunello Val Di Suga,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3,40-44,Sangiovese 100%,nd,,88,,88,,na,Rosso fermo,14,60k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000671-1,1.02,7,0.16,5,3.0,,Brunello Val Di Suga,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,3★,40-44,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,40k-60k,24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000669,,,,,,2013,Brunello Vigna Spuntali,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,4,45-49,Sangiovese 100%,Stracotto alla bizzarra,,89,,89,,na,Rosso fermo,14.5,9k,24 mesi in barrique + 24 mesi in bottiglia,"| Abito rubino vivo dalle sfumature più evolute. Apre su sensazioni di compostea di frutti di bosco, gelatina di ribes nero, ciliegia e liquirizia, inquadrate da pennellate di vaniglia, cacao e tamarindo. Bocca dotata di grande freschezza,; il tannino di ottima fattura e ancora scalpitante accompagna a un lungo finale dall'accento salmastro.",,na,na,na,na,na,Italia,2,,,
,0000669,,,,,,2015,Brunello Vigna Spuntali,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,4,60-64,Sangiovese 100%,Cinghiale in umido,,90,,90,,na,Rosso fermo,14.5,12k,24 mesi in barrique + 24 mesi in bottiglia,"Granato con bagliori rubino. Libera lentamente sentori di frutti rossi sotto spirito, erbe aromatiche secche, prugna, lavanda, anice stellato, note di angostura e richiami balsamici. Si spande in bocca con un sorso appagante; fanno capolino freschi ricordi di caramella al lampone  e di scorza d'arancia candita. La trama tannica è ben estratta e fusa nell'alcol, la chiusura saporita e persistente.",,na,na,na,na,na,Italia,2,,,
,0000669,,,,,,2016,Brunello Vigna Spuntali,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,5,60-64,Sangiovese 100%,Stracotto di manzo con funghi e polenta,,92,,92,,na,Rosso fermo,14.5,10k,24 mesi in barrique + 24 mesi in bottiglia,"Rubino sontuoso. Richiami di arancia sanguinella e boero, poi mirto, tè alla menta, pino mugo, cassis, erbe aromatiche, santo- reggia, prugna e peonia. Sorso aristocratico e potente, fresco e dal tannino tenace e saporito, ottimo bilanciamento delle com- ponenti, persistente dal finale agrumato.",,na,na,na,na,na,Italia,2,,,
,0000669-1,4.98,33,0.54,16,4.3,,Brunello Vigna Spuntali,DOCG,Brunello Di Montalcino,Bertani Toscana,Toscana,4★-5★,60-64,Sangiovese 100%,Stracotto alla bizzarra – Cinghiale in umido – Stracotto di manzo con funghi e polenta,,na,,na,,na,Rosso fermo,14.5,9k-12k,24 mesi in barrique + 24 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000219,,,,,,2016,Chianti Classico Al Limite,DOCG,Chianti Classico,Bertani Toscana,Toscana,3,15-19,Sangiovese 100%,nd,,85,,85,,na,Rosso fermo,13.5,40k,?,,,na,na,na,na,na,Italia,2,,,
,0000219,,,,,,2017,Chianti Classico Al Limite,DOCG,Chianti Classico,Bertani Toscana,Toscana,2,15-19,Sangiovese 100%,nd,,83,,83,,na,Rosso fermo,14,40k,?,,,na,na,na,na,na,Italia,2,,,
,0000219-1,0.45,3,0.20,#DIV/0!,2.5,,Chianti Classico Al Limite,DOCG,Chianti Classico,Bertani Toscana,Toscana,2★-3★,15-19,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,40k,?,,,na,na,na,na,na,Italia,1,,,
,0000218,,,,,,2015,Chianti Classico Gran Selezione Salivolpe,DOCG,Chianti Classico,Bertani Toscana,Toscana,3,25-29,Sangiovese 100%,Faraona ripiena,Gran Selezione,87,,87,,na,Rosso fermo,13.5,6k,30 mesi in botte grande + 12 mesi in bottiglia,"Rubino con riflesso granato. Netti riconoscimenti di mora e mirtillo in confettura, mirto, sottobosco ed erbe aromatiche lasciano spazio a tratti di caffè, incenso, cacao e tabacco. Potente ed elegante al sorso, mette in mostra una struttura ricca di estratto e una trama tannica elegantemente cucita. ",,na,na,na,na,na,Italia,2,,,
,0000218,,,,,,2016,Chianti Classico Gran Selezione Salivolpe,DOCG,Chianti Classico,Bertani Toscana,Toscana,4,25-29,Sangiovese 100%,Anatra ripiena al forno,Gran Selezione,89,,89,,na,Rosso fermo,14,6k,30 mesi in botte grande + 12 mesi in bottiglia,"Rubino luminoso. Stuzzicano l'olfatto freschi rilievi di frutti di bosco, fiori macerati, mentolo, pepe e sottili tocchi di angostura. In bocca è consistente, i tannini stratificano succulente impressioni di ciliegia, per poi diluirsi grazie  a una freschezza quasi vibrante, dando il via  al lungo e saporito finale.",,na,na,na,na,na,Italia,2,,,
,0000218,,,,,,2017,Chianti Classico Gran Selezione Salivolpe,DOCG,Chianti Classico,Bertani Toscana,Toscana,3,25-29,Sangiovese 100%,nd,Gran Selezione,86,,86,,na,Rosso fermo,14,5k,24 mesi in botte + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000218-1,1.68,13,0.47,#DIV/0!,3.3,,Chianti Classico Gran Selezione Salivolpe,DOCG,Chianti Classico,Bertani Toscana,Toscana,3★-4★,25-29,Sangiovese 100%,Faraona ripiena – Anatra ripiena al forno,Gran Selezione,na,,na,,na,Rosso fermo,14,5k-6k,24 mesi in botte + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000220,,,,,,2015,Chianti Classico Riserva Monsenese,DOCG,Chianti Classico,Bertani Toscana,Toscana,3,20-24,Sangiovese 100%,nd,Riserva,85,,85,,na,Rosso fermo,13.5,10k,?,,,na,na,na,na,na,Italia,2,,,
,0000220,,,,,,2016,Chianti Classico Riserva Monsenese,DOCG,Chianti Classico,Bertani Toscana,Toscana,2,20-24,Sangiovese 100%,nd,Riserva,84,,84,,na,Rosso fermo,14,10k,?,,,na,na,na,na,na,Italia,2,,,
,0000220-1,0.45,3,0.16,#DIV/0!,2.5,,Chianti Classico Riserva Monsenese,DOCG,Chianti Classico,Bertani Toscana,Toscana,2★-3★,20-24,Sangiovese 100%,nd,Riserva,na,,na,,na,Rosso fermo,14,10k,?,,,na,na,na,na,na,Italia,1,,,
,0001765,,,,,,2015,Vino Nobile Di Montepulciano Riserva Simposio,DOCG,Vino Nobile Di Montepulciano,Bertani Toscana,Toscana,4,25-29,Sangiovese 100%,Filetto di manzo con cipolle caramellate,Riserva,90,,90,,na,Rosso fermo,14.5,10k,18 mesi in botte,"Rubino delicato e vivace. Suadenti profumi  di sottobosco, mirto, crème de cassis ed eucalipto si intrecciano a cenni di melissa, cacao, arancia sanguinella, viola macerata, tabacco da pipa, zucchero a velo, vaniglia  e richiami balsamici. Percorso gustativo caratterizzato da tannini vellutati, in equilibrio col tenore alcolico, e sapidità. Chiude con una scia dai ritorni fruttati. Matura per 6 mesi in botti di rovere da 50 ettolitri e un anno in barrique, seguito da 12 mesi di affinamento in bottiglia. ",,na,na,na,na,na,Italia,2,,,
,0001765,,,,,,2016,Vino Nobile Di Montepulciano Riserva Simposio,DOCG,Vino Nobile Di Montepulciano,Bertani Toscana,Toscana,5,30-34,Sangiovese 100%,Scamerita con cavolo nero,Riserva,92,,92,,na,Rosso fermo,14.5,10k,18 mesi in botte,"Carminio lucente con fugaci riflessi granato. Sprigiona intensi profumi di rosa rossa, arancia sanguinella e cioccolatino alla ciliegia, felce; e ancora, ruggine e pepe nero, tabacco da pipa e cardamomo. Il sorso è appagante, voluminoso in ingresso ma sottile in chiusura, supportato da tannini eleganti che ben si oppongono all'ingente dote pseudocalorica. Nel finale riecheggiano flashback speziati e fruttati Persistente. Matura per 18 mesi tra botti grandi e barrique, poi affina per altri 12 mesi in bottiglia. ",,na,na,na,na,na,Italia,2,,,
,0001765,,,,,,2017,Vino Nobile Di Montepulciano Riserva Simposio,DOCG,Vino Nobile Di Montepulciano,Bertani Toscana,Toscana,4,30-34,Sangiovese 100%,nd,Riserva,89,,89,,na,Rosso fermo,14.5,10k,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,00001765-1,4.98,31,0.98,22,4.3,,Vino Nobile Di Montepulciano Riserva Simposio,DOCG,Vino Nobile Di Montepulciano,Bertani Toscana,Toscana,4★-5★,30-34,Sangiovese 100%,Filetto di manzo con cipolle caramellate – Scamerita con cavolo nero,Riserva,na,,na,,na,Rosso fermo,14.5,10k,18 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001766,,,,,,2016,Vino Nobile Di Montepulciano Santa Caterina,DOCG,Vino Nobile Di Montepulciano,Bertani Toscana,Toscana,3,15-19,Sangiovese 100%,nd,,85,,85,,na,Rosso fermo,14,60k,-,,,na,na,na,na,na,Italia,2,,,
,0001766,,,,,,2017,Vino Nobile Di Montepulciano Santa Caterina,DOCG,Vino Nobile Di Montepulciano,Bertani Toscana,Toscana,2,20-24,Sangiovese 100%,nd,,84,,84,,na,Rosso fermo,14,60k,-,,,na,na,na,na,na,Italia,2,,,
,00001766-1,0.45,3,0.13,3,2.5,,Vino Nobile Di Montepulciano Santa Caterina,DOCG,Vino Nobile Di Montepulciano,Bertani Toscana,Toscana,2★-3★,20-24,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,60k,-,,,na,na,na,na,na,Italia,1,,,
,0000224,,,,,,2015,Chianti Classico,DOCG,Chianti Classico,Bibbiano,Toscana,3,10-14,Sangiovese 100%,Pappardelle con sugo di lepre,,85,,85,,na,Rosso fermo,13.5,60k,12 mesi in cemento,"Luminoso rosso rubino con riflessi granato. Colpisce la precisa essenzialità del profumo  di viola, marasca e arancia su un letto di alghe marine. Al gusto è lineare. La freschezza esalta la qualità di tannini vivaci, che conquistano  il palato con media struttura. Una lunga scia sapida e fruttata dà respiro in chiusura con ricordi balsamici.",,na,na,na,na,na,Italia,2,,,
,0000224,,,,,,2016,Chianti Classico,DOCG,Chianti Classico,Bibbiano,Toscana,2,15-19,Sangiovese 100%,nd,,84,,84,,na,Rosso fermo,14.5,60k,12 mesi in cemento,,,na,na,na,na,na,Italia,2,,,
,0000224,,,,,,2017,Chianti Classico,DOCG,Chianti Classico,Bibbiano,Toscana,2,15-19,Sangiovese 100%,Fettuccine con ragù di coniglio,,84,,84,,na,Rosso fermo,13.5,70k,12 mesi in cemento,"Rosso rubino. Un esordio floreale introduce toni di melograno e mora, circondati da accenni balsamici di timo. Ha media struttura e gusto equilibrato tra avvolgenza e freschezza; i tannini sono delicati e regalano rotondità. Epilogo di media durata.",,na,na,na,na,na,Italia,2,,,
,0000224,,,,,,2018,Chianti Classico,DOCG,Chianti Classico,Bibbiano,Toscana,3,20-24,Sangiovese 100%,nd,,85,,85,,na,Rosso fermo,13.5,60k,12 mesi in cemento,,,na,na,na,na,na,Italia,2,,,
,0000224,,,,,,2019,Chianti Classico,DOCG,Chianti Classico,Bibbiano,Toscana,2,20-24,Sangiovese 100%,nd,,84,,84,,na,Rosso fermo,13.5,60k,12 mesi in cemento,,,na,na,na,na,na,Italia,2,,,
,0000224-1,1.02,8,0.35,#DIV/0!,2.4,,Chianti Classico,DOCG,Chianti Classico,Bibbiano,Toscana,2★-3★,20-24,Sangiovese 100%,Pappardelle con sugo di lepre – Fettuccine con ragù di coniglio,,na,,na,,na,Rosso fermo,13.5,60k-70k,12 mesi in cemento,,,na,na,na,na,na,Italia,1,,,
,0000221,,,,,,2013,Chianti Classico Gran Selezione Vigna Del Capannino,DOCG,Chianti Classico,Bibbiano,Toscana,5,25-29,Sangiovese 100%,Filetto di cinta senese con porcini,Gran Selezione,92,,92,,na,Rosso fermo,15.5,15k,24 mesi in tonneau e botte grande,"Densa trama rosso rubino vivido. Olfatto  di gran classe, con sentori di mora di rovo, confettura di ciliegia, rosa appassita e violetta candita, poi tabacco biondo, cannella e folate balsamiche. ll finale è appena accennato di sottobosco, tamarindo, rosmarino, chinotto, chiodi di garofano e cuoio. L'eleganza contraddistingue il palato, avvolto da tannini esemplari, di grana fine e setosa, che determinano una struttura agile e dinamica Freschezza e sapidità rendono vibrante la beva, con lunga persistenza agrumata. ",,na,na,na,na,na,Italia,2,,,
,0000221,,,,,,2014,Chianti Classico Gran Selezione Vigna Del Capannino,DOCG,Chianti Classico,Bibbiano,Toscana,4,30-34,Sangiovese 100%,Anatra all'arancia,Gran Selezione,90,,90,,na,Rosso fermo,14.5,5k,24 mesi in tonneau e botte grande,"Rosso granato trasparente. Al naso è profondo e in evoluzione: a un esordio di foglie secche, humus, pot-pourri di fiori essiecati e tabacco subentrano mora, mirtillo, corteccia di china, cuoio e un tocco pepato. In bocca colpisce  per brio fresco, in un corpo medio dalla progressione lineare. | tannini emergono senza essere invadenti, Durevole permanenza agrumata.",,na,na,na,na,na,Italia,2,,,
,0000221,,,,,,2015,Chianti Classico Gran Selezione Vigna Del Capannino,DOCG,Chianti Classico,Bibbiano,Toscana,5,30-34,Sangiovese 100%,Filetto di angus al foie gras e cipolle caramellate,Gran Selezione,93,,93,,na,Rosso fermo,15,15k,24 mesi in tonneau e botte grande,"Granato evoluto vivido. L'olfatto si apre  su composta di frutti di bosco, rabarbaro,  viola ed erbe aromatiche, poi vira su  sensazioni ferruginose, per finire con noce moscata e pepe bianco. Il gusto è intenso e voluminoso; i tannini, dalla trama elegante, sono perfettamente amalgamati. È sapido, scorrevole, agile e ha una lunghissima chiusura di rabarbaro. ",,na,na,na,na,na,Italia,2,,,
,0000221,,,,,,2016,Chianti Classico Gran Selezione Vigna Del Capannino,DOCG,Chianti Classico,Bibbiano,Toscana,5,40-44,Sangiovese 100%,Gulash ,Gran Selezione,93,,93,,na,Rosso fermo,15,30k,24 mesi in tonneau e botte grande,"Scintillante manto rosso granato. Al naso domina la componente fruttata, che mette  in evidenza amarena, mora e arancia; si arricchisce con iris e lavanda, richiami speziati di cannella e macis e infine accenna al sigaro toscano. La struttura potente si manifesta nell'immediata avvolgenza, calda, bilanciata egregiamente da una tessitura fitta di tannini perfetti, che emergono progressivamente, incalzati da una decisa salinità. Nella lunghissima chiusura insieme ad arancia e ciliegia scorre un tocco di liquirizia. ",,na,na,na,na,na,Italia,2,,,
,0000221,,,,,,2018,Chianti Classico Gran Selezione Vigna Del Capannino,DOCG,Chianti Classico,Bibbiano,Toscana,5,50-54,Sangiovese 100%,Stufato di manzo,Gran Selezione,94,,94,,na,Rosso fermo,15,30k,24 mesi in tonneau e botte grande,"Manto rubino profondo. Esordio di frutta matura: amarena, mora, albicocca; in seguito scandisce profumi balsamici e speziati e ricorda infine tabacco e torrefazione. Il sorso è intenso e generoso; ottimi tannini sostengono il centro bocca e una squisita sapidità accompagna la lunga conclusione.",,na,na,na,na,na,Italia,2,,,
,0000221-1,12.93,97,1.87,#DIV/0!,4.8,,Chianti Classico Gran Selezione Vigna Del Capannino,DOCG,Chianti Classico,Bibbiano,Toscana,4★-5★,50-54,Sangiovese 100%,Filetto di cinta senese con porcini – Anatra all'arancia – Filetto di angus al foie gras e cipolle caramellate – Gulash  – Stufato di manzo,Gran Selezione,na,,na,,na,Rosso fermo,15,5k-30k,24 mesi in tonneau e botte grande,,,na,na,na,na,na,Italia,1,,,
,0000222,,,,,,2014,Chianti Classico Gran Selezione Vigna Del Montornello,DOCG,Chianti Classico,Bibbiano,Toscana,3,25-29,Sangiovese 100%,Pollo alla cacciatora,Gran Selezione,87,,87,,na,Rosso fermo,14,15k,18 mesi in tonneau,"Rosso rubino tenue e vivace. Ricco di sfumature delicate, il naso ha un esordio floreale di viola ed evolve con ricordi di gelée al lampone, poi noce moscata, liquirizia, tracce rugginose, rosmarino. In bocca è sottile, ha buona spalla acida e tannini misurati che risentono di un'annata fresca; chiude con rimandi di arancia amara.",,na,na,na,na,na,Italia,2,,,
