Categoria-1,Ref,Tipologia,OLDVSCORE,VScore,RAWQP,QP,MediaGrezza,Valutazione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0002168,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2019,La Plantze,Ferox,Vino Generico,,,Valle D'Aosta,15-19,Sauvignon blanc 100%,14,2k,nd,6 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002168,Bianco Fermo,,,,,,3,86,nd,nd,3,86,2020,La Plantze,Ferox,Vino Generico,,,Valle D'Aosta,15-19,Sauvignon blanc 100%,14,2k,nd,6 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002168-1,Bianco Fermo,1.79,nd,nd,nd,3.0,2★-4★,86.3,2★-4★,86.3,3★,86.0,,La Plantze,Ferox,Vino Generico,,,Valle D'Aosta,15-19,Sauvignon blanc 100%,14,1k-2k,Filetto di maiale impanato alle noci con salsa al rosmarino,6 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002170,Bianco Fermo,,,,,,2,82,2,82,nd,nd,2019,La Plantze,La Copine,Vino Generico,,,Valle D'Aosta,10-14,Sauvignon blanc 100%,13.5,3k,nd,9 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002170,Bianco Fermo,,,,,,5,91,5,91,nd,nd,2022,La Plantze,La Copine,Vino Generico,,,Valle D'Aosta,10-14,Sauvignon blanc 100%,13.5,3k,Ravioli di crotten su crema di zucca e mocetta croccante,9 mesi in acciaio,"Uno scrigno color paglia, vivido e brioso. L'impronta odorosa è fine e riecheggia di melone, nespola, pompelmo e ginestra. Lie- vi riverberi di rosmarino conducono a un percorso gustativo d'i- neccepibile coerenza, con ritorni di carruba e peperone verde. Sorso teso e sapido. ","Vino Sans Annee, l'annata indica l'anno in cui è stato oggetto di valutazione",na,na,na,na,na,Italia,2,,,
,0002170-1,Bianco Fermo,3.10,nd,nd,nd,3.5,2★-5★,nd,2★-5★,nd,nd,nd,,La Plantze,La Copine,Vino Generico,,,Valle D'Aosta,10-14,Sauvignon blanc 100%,13.5,3k,Ravioli di crotten su crema di zucca e mocetta croccante,9 mesi in acciaio,,Prodotto come Sans Annee in alcune annate,na,na,na,na,na,Italia,1,,,
,0002179,Bianco Fermo,,,,,,2,82,2,82,nd,nd,2016,La Plantze,Tramontana,Vino Generico,,,Valle D'Aosta,10-14,Pinot grigio 100%,12.5,1k,Bleu d'Aoste e noci,8 mesi in acciaio,"Giallo paglierino con luminosi riflessi dorati | Profilo olfattivo caratterizzato da sentori  vegetali di felce, bosso, muschio, e fruttati  di cedro candito e ananas. Buon equilibrio | gustativo, dove freschezza e sapidità si  contrappongono al residuo zuccherino in  maniera equilibrata. Maturazione divisa tra | acciaio e legno. ",,na,na,na,na,na,Italia,2,,,
,0002179,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2017,La Plantze,Tramontana,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,12.5,1k,Pollo in umido con caprino e noci,8 mesi in acciaio,"Giallo paglierino, vivace e luminoso. Intenso preludio di pera; profumi vividi e complessi  si traducono in mela renetta e pesca gialla, proseguendo su note floreali di boccioli di gelsomino, supportate da una generosa mineralità che scivola verso una conclusione di pormpelmo. ll palato, caloroso e avvolgente, si alterna tra la culla della morbidezza e il pungolo della sapidità, con un sorprendente epilogo che ritorna alla pera. Vinificato esclusivamente in acciaio, con sosta sui lieviti per 9 mesi. ",,na,na,na,na,na,Italia,2,,,
,0002179,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2018,La Plantze,Tramontana,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,12.5,2k,Gnocchi di patate con finferli,8 mesi in acciaio,"Giallo paglierino dai lucenti riflessi verdolini. Avvolge l’olfatto con sensazioni di frutta esotica, pera williams, pesca gialla e cedro candito; fiori di camomilla, erbe aromatiche e zenzero dipingono la chiusura, con soffi di mineralità iodata. Il sorso fresco e sapido bilancia il residuo zuccherino per una beva appagante. Riposa per 8 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002179-1,Bianco Fermo,0.79,nd,nd,nd,2.7,2★-3★,nd,2★-3★,nd,nd,nd,,La Plantze,Tramontana,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,12.5,1k,Bleu d'Aoste e noci – Pollo in umido con caprino e noci – Gnocchi di patate con finferli,7-9 mesi in anfora,,,na,na,na,na,na,Italia,1,,,
,0002175,Bianco Fermo,,,,,,3,85,3,85,nd,nd,2015,La Plantze,Trii Rundin,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,13,2k,Risotto con zenzero e gamberi,10 mesi in acciaio e barrique,"Oro intenso e brillante. Dal calice si sprigionano note fruttate, speziate e floreali. Subito frutta esotica matura, ananas su tutti, poi vaniglia, tiglio e pietra focaia. Palato avvolgente, fresco e ben equilibrato dalle sensazioni di spezie dolci. Chiude allungandosi sui sentori fruttati e minerali. Matura per 10 mesi metà in acciaio e metà in barrique. ",,na,na,na,na,na,Italia,2,,,
,0002175,Bianco Fermo,,,,,,2,83,2,83,nd,nd,2016,La Plantze,Trii Rundin,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,13.5,4k,nd,6 mesi in acciaio e barrique,,,na,na,na,na,na,Italia,2,,,
,0002175,Bianco Fermo,,,,,,2,84,2,84,nd,nd,2017,La Plantze,Trii Rundin,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,13.5,4k,nd,6 mesi in acciaio e barrique,,,na,na,na,na,na,Italia,2,,,
,0002175,Bianco Fermo,,,,,,3,85,3,85,nd,nd,2018,La Plantze,Trii Rundin,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,14,2k,Frittelle di topinambur con fonduta,6 mesi in acciaio e barrique,"Giallo paglierino intenso e luminoso. Si apre con frutta esotica, ananas, litchi e fiori di camonmilla, vira poi su frutta secca, miele di acacia, erbe aromatiche e termina con taglienti toni minerali di grafite. Coerente nell'approccio gustativo, dove freschezza e sapidità lasciano la bocca pulita e desiderosa di un ulteriore sorso. Matura per 6 mesi tra acciaio e barrique. ",,na,na,na,na,na,Italia,2,,,
,0002175,Bianco Fermo,,,,,,3,87,3,86,3,88,2019,La Plantze,Trii Rundin,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,13.5,2k,Frittata alle erbe di montagna,9 mesi in acciaio e barrique,"Giallo paglierino profondo e vivace, con riverberi dorati. In una cornice percorsa da venti di frutta tropicale, ananas e litchi, si inseriscono cenni di verbena, timo e rosmarino. La beva  è fresca e sapida, arricchita da una chiusura intensa e persistente. Sosta per 9 mesi tra acciaio e barrique. ",,na,na,na,na,na,Italia,2,,,
,0002175-1,Bianco Fermo,1.25,nd,nd,nd,2.6,2★-3★,84.8,2★-3★,84.6,3★,88.0,,La Plantze,Trii Rundin,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 100%,13.5,2k-4k,Risotto con zenzero e gamberi – Frittelle di topinambur con fonduta – Frittata alle erbe di montagna,6-10 mesi in acciaio e barrique,,,na,na,na,na,na,Italia,1,,,
,0002167,Bianco Fermo,,,,,,2,84,2,84,nd,nd,2016,La Source,Ensemblo,Vino Generico,,,Valle D'Aosta,15-19,Muscat blanc a petit grains 40% – Traminer aromatico 40% – Muller Thurgau 20%,12.5,4k,Pollo al curry,9 mesi in acciaio,"Giallo dorato lucente. Incuriosisce l’olfatto con evidenti richiami di pesca, susina, frutti tropicali, ma anche fiori di camomilla, salvia e timo. Fresco e sapido, avvolge morbidamente il palato e lo accarezza con una persistente conclusione agrumata. Riposa per 6 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002167,Bianco Fermo,,,,,,3,85,3,85,nd,nd,2017,La Source,Ensemblo,Vino Generico,,,Valle D'Aosta,15-19,Muscat blanc a petit grains 40% – Traminer aromatico 40% – Muller Thurgau 20%,12.5,4k,Orata all'acqua pazza,6 mesi in acciaio,"Giallo dorato lucente. Incuriosisce l’olfatto con evidenti richiami di pesca, susina, frutti tropicali, ma anche fiori di camomilla, salvia e timo. Fresco e sapido, avvolge morbidamente il palato e lo accarezza con una persistente conclusione agrumata. Riposa per 6 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002167-1,Bianco Fermo,0.45,nd,nd,nd,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,La Source,Ensemblo,Vino Generico,,,Valle D'Aosta,15-19,Muscat blanc a petit grains 40% – Traminer aromatico 40% – Muller Thurgau 20%,12.5,4k,Pollo al curry – Orata all'acqua pazza,6-9 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002172,Bianco Fermo,,,,,,4,89,4,89,nd,nd,2016,Les Petits Riens,Petit Bout De Lune,Vino Generico,,,Valle D'Aosta,30-34,Chardonnay 80% – Erbaluce 20%,14.5,1k,Sella di capretto agli aromi,24 mesi in botti di rovere,"Giallo paglierino intenso e luminoso con suadenti riflessi dorati. Marcate sensazion olfattive di pesca, albicocca e ananas sono seguite da gelsomino, grafite e accenni speziati di vaniglia e cardamomo. l sorso ha volume, pur risultando fresco e dinamico. La beva è scorrevole e invita a un secondo assaggio. Nel finale echi coerenti con l'olfatto si intrecciano a richiami floreali. Matura per 24 mesi in botti di rovere. ",,na,na,na,na,na,Italia,2,,,
,0002172,Bianco Fermo,,,,,,4,89,4,89,nd,nd,2022,Les Petits Riens,Petit Bout De Lune,Vino Generico,,,Valle D'Aosta,30-34,Chardonnay 80% – Erbaluce 20%,14.5,1k,Coniglio in salmì,24 mesi in botti di rovere,"Veste giallo mimosa e sfiziosi profumi di frutta esotica introdu- cono un naso dagli accenti pregiati, impreziositi da una stuzzi- cante folata vegetale. Anche al palato porta la gioia di un'ottima acidità che conduce senza tregua a una chiusura tutta giocata sull'agrumata alternanza di lime e pompelmo. ","Vino Sans Annee, l'annata indica l'anno in cui è stato oggetto di valutazione",na,na,na,na,na,Italia,2,,,
,0002172-1,Bianco Fermo,2.00,nd,nd,nd,4.0,4★,nd,4★,nd,nd,nd,,Les Petits Riens,Petit Bout De Lune,Vino Generico,,,Valle D'Aosta,30-34,Chardonnay 80% – Erbaluce 20%,14.5,1k,Sella di capretto agli aromi,24 mesi in botti di rovere,,Prodotto come Sans Annee in alcune annate,na,na,na,na,na,Italia,1,,,
,0002176,Bianco Fermo,,,,,,2,82,2,82,nd,nd,2018,Mai Domi,Imago,Vino Generico,,,Valle D'Aosta,15-19,Muller Thurgau 100%,12.5,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002176-1,Bianco Fermo,0.12,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,Mai Domi,Imago,Vino Generico,,,Valle D'Aosta,15-19,Muller Thurgau 100%,12.5,1k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002173,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2018,Rosset Terroir,Premisse,Vino Generico,,,Valle D'Aosta,15-19,Pinot grigio 60% – Chardonnay 20% – Muscat blanc a petit grains 20%,13.5,4k,Trota di Lillaz al cartoccio,9 mesi in acciaio,"Paglierino tenue. Vivaci espressioni fruttate di pesca e frutto della passione, pera williams e cedro avvolte da una sfumatura di timo e pepe bianco; decise nuance di gelsomino  e biancospino incorniciano l'olfatto. Al  palato risulta avvolgente, dotato di succosa freschezza e intensa sapidità; lungo finale fruttato. Sosta per 9 mesi in vasche di acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002173,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2019,Rosset Terroir,Premisse,Vino Generico,,,Valle D'Aosta,10-14,Pinot grigio 60% – Chardonnay 20% – Muscat blanc a petit grains 20%,14,5k,nd,9 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002173-1,Bianco Fermo,0.68,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,Rosset Terroir,Premisse,Vino Generico,,,Valle D'Aosta,10-14,Pinot grigio 60% – Chardonnay 20% – Muscat blanc a petit grains 20%,14,4k-5k,Trota di Lillaz al cartoccio,9 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002114,Bianco Fermo,,,,,,5,91,5,91,nd,nd,2017,Rosset Terroir,Sopraquota 900,Vino Generico,,,Valle D'Aosta,35-39,Petite Arvine 100%,13.5,3k,Crespelle alla valdostana,6 mesi in acciaio,"Giallo paglierino luminoso. Dal calice si sprigionano intensi ricordi di pesca bianca  e ananas, mela verde, salvia e rosmarino. Seguono entusiasmanti sentori di fiori bianchi come biancospino e gelsomino, un pizzico di pepe bianco, di miele d'acacia e una raffinata traccia gessosa a completare. Il sorso è grintoso e tonico: accompagna una durata prolungata, di piacevole sapidità. Regala al palato pienezza ed emozione. Dinamico e pulito, sorprende per profondità. Vinificazione in acciaio per 6 mesi. ",,na,na,na,na,na,Italia,2,,,
,0002114,Bianco Fermo,,,,,,4,89,4,89,nd,nd,2018,Rosset Terroir,Sopraquota 900,Vino Generico,,,Valle D'Aosta,35-39,Petite Arvine 100%,14,5k,Lasagnette croccanti con verze e fonduta,8 mesi in acciaio e anfora,"Paglierino smagliante. Ventaglio olfattivo prorompente, disposto su rimandi di papaia, mango, cedro e pesca gialla, tiglio, rosa bianca e fiore d'acacia, che sfociano in un giardino  di erbe aromatiche, macchia mediterranea  e camonmilla. Profilo gustativo delineato da notevole freschezza e sapidità; lungo finale agrumato di inesauribile piacevolezza. Sosta per 8 mesi in anfora. ",,na,na,na,na,na,Italia,2,,,
,0002114,Bianco Fermo,,,,,,5,91.5,5,92,5,91,2019,Rosset Terroir,Sopraquota 900,Vino Generico,,,Valle D'Aosta,35-39,Petite Arvine 100%,14.5,5k,Risotto agli asparagi e mazzancolo,8 mesi in acciaio e anfora,"Paglierino smagliante. Si presenta con sensazioni di pompelmo e chinotto. Lo sbuffo iodato anticipa profumi più complessi di frutta tropicale e pesca gialla, un accenno di timo  e camomilla, ad accompagnare, in chiusura, emozioni di pepe bianco, tiglio e fiori d'acacia. L'assaggio è sontuoso, ricco, equilibrato da tensione sapida e fresca che lo rendono amichevole e corroborante. Ritorni costanti di erbe alpine e fiori di campo. Fermenta e sosta in parte in anfora e orcio e in parte in acciaio, per 8 mesi. ",,na,na,na,na,na,Italia,2,,,
,0002114-1,Bianco Fermo,6.96,nd,nd,nd,4.7,4★-5★,90.5,4★-5★,90.7,5★,91.0,,Rosset Terroir,Sopraquota 900,Vino Generico,,,Valle D'Aosta,35-39,Petite Arvine 100%,14.5,3k-5k,Crespelle alla valdostana – Lasagnette croccanti con verze e fonduta – Risotto agli asparagi e mazzancolo,6-8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002178,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2016,Vintage,L'Or Du Mont,Vino Generico,,,Valle D'Aosta,20-24,Prie Blanc 100%,12,1k,Tortino di acciughe e pinoli,10 mesi in tonneau,"Veste giallo paglierino mediamente intensa Apre con sentori di frutta esotica, virando poi verso mineralità gessosa, gelsomino, fiori di acacia e note dolci di vaniglia e miele. In bocca la beva è fresca e sapida; si ripropongono gelsomino e frutta esotica. Matura per 10 mesi in piccoli tonneau. ",,na,na,na,na,na,Italia,2,,,
,0002178-1,Bianco Fermo,0.34,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,Vintage,L'Or Du Mont,Vino Generico,,,Valle D'Aosta,20-24,Prie Blanc 100%,12,1k,Tortino di acciughe e pinoli,10 mesi in tonneau,,,na,na,na,na,na,Italia,1,,,
,0002215,Bianco Passito,,,,,,5,91.5,5,92,5,91,2015,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Flétri Prieuré,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,25-29,Muscat blanc a petit grains 100%,14,4k,Bleu d'Aoste stagionato,12 mesi in acciaio,"Eleganza ed equilibrio sono gli aggettivi chemeglio descrivono il profilo di questo vino,frutto di un lavoro attento e meticoloso, sia invigna sia in cantina. Dorato con riflessi ambratiConfettura di albicocche, miele di zagara, fioridi camomilla, salvia e rosmarino inquadranoper primi la ricca dotazione olfattiva, conuna mineralità di fondo che segna in modoindelebile la sua provenienza. Una nota dolceben disegnata e una componente calorica pernulla invadente, sapientemente mitigate dauna rinfrescante sapidità, regalano pienezzae tensione al palato. Lungo appassimento incassetta e maturazione protratta per 18 mesi inacciaio.",,na,na,na,na,na,Italia,2,,,
,0002215,Bianco Passito,,,,,,5,92,5,92,nd,nd,2016,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Flétri Prieuré,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,35-39,Muscat blanc a petit grains 100%,14.5,6k,nd,12 mesi in acciaio,"Colore giallo dorato acceso e luminoso. Dotatodi progressiva intensità olfattiva, esordisce conalbicocche, miele d'arancio, arancia candita,noci e mandorle, prima di proseguire versobalsamicità e toni floreali di giglio, e concluderecon un cenno di glassa. Di mirabile struttura,si rivela dinamico al palato, rimbalzandotra dolcezza e una sapidità stuzzicante cheinvita al riassaggio. Epilogo dall'interminabilepersistenza gustativa. Appassimento incassetta per 4 mesi. Maturazione in acciaio per18 mesi",,na,na,na,na,na,Italia,2,,,
,0002215,Bianco Passito,,,,,,5,93,5,93,nd,nd,2017,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Flétri Prieuré,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,25-29,Muscat blanc a petit grains 100%,14.5,3k,Crostata di albicocche,12 mesi in acciaio,"Giallo oro brillante, cattura la luce e la rifrangein uno scintillante gioco di specchi. Sontuosoe cangiante, il naso contrappone profumidolci di cedro e zenzero canditi, fichi secchi,datteri, miele, giglio, gelsomino e zagara aun fresco còté di erbe aromatiche, salvia etimo; completano il quadro sentori di mallodi noce. La progressione del vino in bocca èinarrestabile; il sorso è fresco e sapido, conuna dolcezza ben bilanciata e sostenuta;permangono a lungo appaganti toni di mieled'acacia. Appassimento in cassette per 2 mesie maturazione condotta in acciaio per altri 12",,na,na,na,na,na,Italia,2,,,
,0002215,Bianco Passito,,,,,,4,89,4,90,3,88,2018,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Flétri Prieuré,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,25-29,Muscat blanc a petit grains 100%,13.5,5k,Torta di mele renette,18 mesi in acciaio,"Oro antico lucente. Silhouette olfattiva riccae articolata, con prorompenti profumi difrutta secca, albicocca, uva passa, fico, mieledi acacia e cedro. Seguono ricordi di timo emaggiorana che donano un tocco rinfrescante.Sapore dolce, caldo e avvolgente, bilanciatoda una vigorosa freschezza che prolungail sorso e invita a un nuovo calice. Finaledall'interminabile ricordo di frutta candita.Appassimento delle uve per 3 mesi in piccolecassette. Riposa in acciaio per 18 mesi",,na,na,na,na,na,Italia,2,,,
,0002215,Bianco Passito,,,,,,3,88.5,4,89,3,88,2019,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Flétri Prieuré,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,30-34,Muscat blanc a petit grains 100%,14,4k,Torta millefoglie,12 mesi in acciaio,"Splendido oro lucente. L'appassimento in cassettine regala un incipit olfattivo elegante e ammaliante: albicocca disidratata, pesca sciroppata, frutta candita e dattero, poi zenzero, vaniglia e miele millefiori. Assaggio fresco, materico e avvolgente che termina con una lunga scia fruttata.",,na,na,na,na,na,Italia,2,,,
,0002215-1,Bianco Passito,10.29,100,3.13,100,4.4,3★-5★,90.8,4★-5★,91.2,3★-5★,88.5,,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Flétri Prieuré,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,30-34,Muscat blanc a petit grains 100%,14,3k-6k,Bleu d'Aoste stagionato – Crostata di albicocche – Torta di mele renette – Torta millefoglie,12-18 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002216,Bianco Passito,,,,,,3,87,3,87,nd,nd,2015,La Vrille,Valle D'Aosta Chambave Muscat Flétri,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,35-39,Muscat blanc a petit grains 100%,13.5,1k,nd,17 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002216,Bianco Passito,,,,,,4,89,4,89,nd,nd,2016,La Vrille,Valle D'Aosta Chambave Muscat Flétri,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,35-39,Muscat blanc a petit grains 100%,13.5,1k,Torta di mele e cannella,17 mesi in acciaio,"Oro caldo e lucente, si muove sinuoso nelcalice. Sentori di albicocca e mandarinodisidratati stuzzicano l'olfatto e preparano lastrada alle erbe aromatiche e al miele di timo.Richiami di quarzo bianco precedono unacoda in cui tornano i toni floreali, con cenni dicamonmilla e assenzio. Al palato sottolinea unadolcezza equilibrata, con un ingresso dolce eleggiadro e una conclusione agrumata. Lungoappassimento delle uve in cassette di legno,matura poi per 17 mesi in acciaio, di cui 5 suilieviti",,na,na,na,na,na,Italia,2,,,
,0002216,Bianco Passito,,,,,,4,89,4,89,nd,nd,2017,La Vrille,Valle D'Aosta Chambave Muscat Flétri,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,35-39,Muscat blanc a petit grains 100%,13.5,1k,Clafoutis di mele,12 mesi in acciaio,"Giallo dorato brillante. Profilo olfattivo elegantee d'impatto, con sentori di albicocca disidratata,miele e corredo di frutta secca, seguito dacedro e zenzero candito; ricordi di tiglio, erbearomatiche e chiusura balsamica. l sorsoè dolce e morbido, la freschezza bilanciaopportunamente il tenore zuccherino; incredibiliritorni di mallo di noce e miele, con chiusurapiacevolmente agrumata. Appassimento inpiccole cassette e passaggio in acciaio per 12H nci",,na,na,na,na,na,Italia,2,,,
,0002216,Bianco Passito,,,,,,4,89.5,3,88,5,91,2018,La Vrille,Valle D'Aosta Chambave Muscat Flétri,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,35-39,Muscat blanc a petit grains 100%,13,1k,Torta di pesche,17 mesi in acciaio,"Giallo dorato profondo e luccicante. Esordioolfattivo di impatto, con albicocca sciroppatae amaretti; procede lungo un sentiero mineralee di frutta candita. Cenni di piccola pasticceria,granella di nocciole e zucchero a velo chiudonoil bouquet. Assaggio delizioso e ben bilanciato.Regala un durevole finale, coerente con il profiloodoroso. Appassimento per 3 mesi in cassette,fermenta poi in acciaio, dove matura per 17mesi",,na,na,na,na,na,Italia,2,,,
,0002216,Bianco Passito,,,,,,4,89.5,5,91,3,88,2019,La Vrille,Valle D'Aosta Chambave Muscat Flétri,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,35-39,Muscat blanc a petit grains 100%,13,1k,Torta Saint Honorè,17 mesi in acciaio,"Una tinta dorata d'esemplare luminosità. Ventaglio olfattivo con- siderevole, all'albicocca e alla pesca gialla s'aggiunge l'ananas, e poi papaia, miele, noce e nocciola, fiori appassiti, uva sultanina e dattero. L'assaggio è dolce, morbido ed equilibrato. Intermina- bile l'epilogo fruttato e floreale.",,na,na,na,na,na,Italia,2,,,
,0002216-1,Bianco Passito,4.34,42,1.14,37,3.8,3★-4★,88.8,3★-5★,88.8,3★-5★,89.5,,La Vrille,Valle D'Aosta Chambave Muscat Flétri,Valle D'Aosta Chambave Muscat Flétri,,DOC,Valle D'Aosta,35-39,Muscat blanc a petit grains 100%,13,1k,Torta di mele e cannella – Clafoutis di mele – Torta di pesche – Torta Saint Honorè,12-17 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
