Categoria-1,Ref,OLDVSCORE,RS,RAWQP,QP,MediaGrezza,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000647,,,,,,4,2011,Migrante,Cesanese Di Olevano Romano Sigillum,Cesanese Di Olevano Romano,,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese 100%,14.5,5k,Vitello arrosto con castagne,24 mesi in acciaio + 12 mesi in barrique + 24 mesi in bottiglia,"Rosso granato con bagliori rubino. Preludio olfattivo di fiori e frutta: viola essiccata, visciola, mirtillo e confettura di prugna, presto raggiunti da profumi di sottobosco, ginepro, pino, pepe rosa, rosmarino, menta e tabacco, che si susseguono senza sosta e anticipano la china. Bocca pulita all'assaggio, con tannicità evidente ben equilibrata da morbidezza e alcolicità. Lunga e sostenuta la persistenza. Non filtrato.",,na,na,na,na,na,Italia,2,,,
,0000647,,,,,,4,2012,Migrante,Cesanese Di Olevano Romano Sigillum,Cesanese Di Olevano Romano,,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese 100%,14.5,5k,nd,12 mesi in acciaio + 12 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0000647-1,2.00,11,0.66,11,4.0,4★,,Migrante,Cesanese Di Olevano Romano Sigillum,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese 100%,14.5,5k,Vitello arrosto con castagne,12-24 mesi in acciaio + 12 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0000648,,,,,,3,2011,Migrante,Cesanese Di Olevano Romano Dolce Olevano,Cesanese Di Olevano Romano,Dolce,DOC,Lazio,86,,86,,na,Rosso fermo,15-19,Cesanese 100%,16,3k,Panpepato di Olevano,vendemmia tardiva + 24 mesi in bottiglia,"Rosso granato scuro, molto consistente. Suadente al naso, offre sensazioni di humus, foglie bagnate, incenso, carruba, frutta secca, fichi al forno e datteri, che poi lasciano spazio ai richiami di caramella d'orzo, mandorla tostata, marzapane, caffè e cioccolato fondente. Il gusto è pieno e avvolgente,  caldo e deciso. ll tannino finemente disciolto caratterizza la gradevole persistenza. Il palato è dolce, ma sostenuto da inattesa freschezza; nel finale ricordi di cioccolatino alla ciliegia.",,na,na,na,na,na,Italia,2,,,
,0000648-1,0.34,2,0.11,2,3.0,3★,,Migrante,Cesanese Di Olevano Romano Dolce Olevano,Cesanese Di Olevano Romano,Dolce,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese 100%,16,3k,Panpepato di Olevano,vendemmia tardiva + 24 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000648,,,,,,3,2017,Migrante,Cesanese Di Olevano Romano Terre Olibani,Cesanese Di Olevano Romano,,DOC,Lazio,88,,88,,na,Rosso fermo,15-19,Cesanese 100%,13,2k,nd,24 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000648-1,0.34,2,0.11,2,3.0,3★,,Migrante,Cesanese Di Olevano Romano Terre Olibani,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese 100%,13,2k,nd,24 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000649,,,,,,3,2016,Piero Riccardi,Cesanese Di Olevano Romano Neccio,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,25-29,Cesanese d'affile 100%,13.5,1k,Coratella alla romana,10 mesi in botte,"Rosso rubino. Toni speziati e tostati avvolgono rimandi di confettura di frutta rossa; un bouquet floreale in chiusura. Al palato l'impatto è immediato, con ricca sapidità ereditata dalle terre vulcaniche.",,na,na,na,na,na,Italia,2,,,
,0000649,,,,,,3,2017,Piero Riccardi,Cesanese Di Olevano Romano Neccio,Cesanese Di Olevano Romano,,DOC,Lazio,85,,85,,na,Rosso fermo,30-34,Cesanese d'affile 100%,13,1k,Tortelli al tartufo,20 mesi in botte,"Rubino profondo. Intensa speziatura, con  | evidenze di tostature, tabacco, rabarbaro, grafite; ricordi di mirtilli e ribes e una scia mentolata. Dinamico, con un'adeguata  | acidità che accompagna e rinfresca la bocca pervasa da un tannino vivace; chiusura calda ed equilibrata. ",,na,na,na,na,na,Italia,2,,,
,0000649,,,,,,3,2018,Piero Riccardi,Cesanese Di Olevano Romano Neccio,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,30-34,Cesanese d'affile 100%,14,2k,Pecorino di media stagionatura,12 mesi in botte,"Rubino profondo. Frutta rossa, cannella, chiodi di garofano e soffi balsamici impreziosiscono il profilo odoroso. Assaggio saporito e fresco; una discreta tannicità accompagna il finale, insieme a una scia lievemente sapida.",,na,na,na,na,na,Italia,2,,,
,0000649,,,,,,4,2019,Piero Riccardi,Cesanese Di Olevano Romano Neccio,Cesanese Di Olevano Romano,,DOC,Lazio,89,,89,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14,2k,Capretto al forno,12 mesi in botte,"Ammaliante rosso cremisi. Bouquet di amarene, frutti di bosco, mirto, alloro, ginepro, cannella e liquirizia. Arricchiscono la chiu- sura cacao e incenso. L'assaggio, dinamico e appagante, è in equilibrio tra la piacevole spalla acida e il tannino presente, ma garbato. Lungo il ritorno olfattivo",,na,na,na,na,na,Italia,2,,,
,0000649-1,2.02,11,0.42,7,3.3,3★-4★,,Piero Riccardi,Cesanese Di Olevano Romano Neccio,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14,1k-2k,Coratella alla romana – Tortelli al tartufo – Pecorino di media stagionatura – Capretto al forno,10-20 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000650,,,,,,3,2016,Piero Riccardi,Cesanese Di Olevano Romano Collepazzo,Cesanese Di Olevano Romano,,DOC,Lazio,87,,87,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,8k,nd,20 mesi in cemento,,,na,na,na,na,na,Italia,2,,,
,0000650,,,,,,4,2017,Piero Riccardi,Cesanese Di Olevano Romano Collepazzo,Cesanese Di Olevano Romano,,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,13,8k,Fagianella ripiena,20 mesi in cemento,"Rubino scuro. Esordio al naso con bacche selvatiche, sentori di more, riverberi di viola, per poi proseguire su tracce eteree e di resina, lasciando spazio a polvere di caffè, tabacco  e spezie dolci. Al gusto è pieno e strutturato;  il tannino conquista il palato; mentre la morbidezza e la sapidità accompagnano la pregevole persistenza.",,na,na,na,na,na,Italia,2,,,
,0000650,,,,,,3,2018,Piero Riccardi,Cesanese Di Olevano Romano Collepazzo,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,15-19,Cesanese d'affile 100%,13.5,7k,Fini fini alla ciociaria,12 mesi in botte,Vestito rosso rubino. Sprigiona aromi di mirtilli e ribes appena raccolti; spezie dolci  ed erbette aromatiche incorniciano il quadro. AI gusto è immediato. Garbato il tannino. Nel finale la freschezza è sostenuta dalla sapidità.,,na,na,na,na,na,Italia,2,,,
,0000650,,,,,,4,2019,Piero Riccardi,Cesanese Di Olevano Romano Collepazzo,Cesanese Di Olevano Romano,,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,13.5,15k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000650-1,2.68,15,0.88,15,3.5,3★-4★,,Piero Riccardi,Cesanese Di Olevano Romano Collepazzo,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese d'affile 100%,13.5,7k-15k,Fagianella ripiena – Fini fini alla ciociaria,12-20 mesi in cemento o botte,,,na,na,na,na,na,Italia,1,,,
,0000651,,,,,,3,2016,Piero Riccardi,Cesanese Di Olevano Romano Calitro,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,20-24,Cesanese d'affile 100%,14.5,2k,Cinghiale in umido,12 mesi in botte + 12 mesi in bottiglia,"Vivace rosso rubino, il quadro olfattivo è coinvolgente, con diverse sfumature che vanno dai fiori alla frutta: petali di rosa e genziana, frutti rossi, confettura di prugna; sullo sfondo aliti di cannella e chiodi di garofano. In bocca  è l'eleganza la caratteristica saliente. Trama tannica di buona fattura, che fa presagire un lungo futuro.",,na,na,na,na,na,Italia,2,,,
,0000651,,,,,,4,2017,Piero Riccardi,Cesanese Di Olevano Romano Calitro,Cesanese Di Olevano Romano,,DOC,Lazio,89,,89,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14,2k,Costoletta di agnello alla menta,12 mesi in botte + 12 mesi in bottiglia,"Rosso rubino luminoso con lievi sfumature porpora. Intensi riconoscimenti di prugna, ciliegie e frutti di bosco in confettura si uniscono a erbe aromatiche della macchia mediterranea e a una fine speziatura di bacche di ginepro e chiodi di garofano; chiude con cenni di cacao e liquirizia. L'impatto gustativo è armonioso e la trama tannica di nobile fattura. La persistenza è permeata da una piacevole sapidità. ",,na,na,na,na,na,Italia,2,,,
,0000651-1,1.34,7,0.28,5,3.5,4★,,Piero Riccardi,Cesanese Di Olevano Romano Calitro,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14,2k,Cinghiale in umido – Costoletta di agnello alla menta,12 mesi in botte + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000652,,,,,,4,2015,Piero Riccardi,Cesanese Di Olevano Romano Riserva Collepazzo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,90,,90,,na,Rosso fermo,55-59,Cesanese d'affile 100%,14,4k,Abbacchio a scottadito,24 mesi in botte,"Luminoso rosso rubino dalle venature color porpora. Profumo avvolgente e ricco, composto da ciliegie e frutti di bosco in confettura, pot-pourri, fine speziatura di bacche di ginepro e pepe nero; una scia balsamica e di frutta sotto spirito sul finale. Al gusto è intenso, sapido, con tannini ben smussati. Ottima espressione delle terre di questa azienda, è frutto delle uve di entrambi i vigneti.",,na,na,na,na,na,Italia,2,,,
,0000652,,,,,,5,2013,Piero Riccardi,Cesanese Di Olevano Romano Riserva Collepazzo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,91,,91,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14.5,4k,Maiale nero con riduzione al vino,24 mesi in botte,"Rosso rubino. Bouquet ricco e deciso: aromi di frutti di bosco, prugna e ciliegia in confettura evolvono in cuoio, tabacco, chiodi di garofano, cioccolato; un floreale di rosa e viola si dispiega su tratti di bacche di ginepro, sensazioni balsamiche e liquirizia. Al palato la trama tannica è ben ricamata e completamente integrata; sorso di struttura e alcolicità apprezzabili, lungo, con elegante finale di rabarbaro e tè nero. In tutta la progressione emergono grande finezza e grazia.",,na,na,na,na,na,Italia,2,,,
,0000652-1,3.98,22,1.31,22,4.5,4★-5★,,Piero Riccardi,Cesanese Di Olevano Romano Riserva Collepazzo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14.5,4k,Abbacchio a scottadito – Maiale nero con riduzione al vino,24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000653,,,,,,3,2014,Proietti,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 80% – Cesanese d'affile 20%,14,20k,Coda alla vaccinara,8 mesi in cemento,"Rosso rubino tendente al granato. Olfatto evoluto che inizia a presentare note terziarie. In evidenza le spezie dolci: tabacco e chiodi  di garofano, poi sbuffi mentolati, ricordi di confettura di ciliegie e amarena. In bocca è snello, avvolgente e morbido anche grazie alla decisa dotazione calorica. ",,na,na,na,na,na,Italia,2,,,
,0000653,,,,,,3,2015,Proietti,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 80% – Cesanese d'affile 20%,14,20k,Pappardelle al ragù di anatra,12 mesi in cemento,"Rubino con sfumature granato, consistente. Incipit olfattivo su sentori floreali di peonia  e agrumati di arancia sanguinella, affiancati  da cenni speziati di noce moscata. Ricordi di frutta secca e mineralità completano il quadro. La freschezza asseconda la beva grazie a un tannino vellutato e di buona fattura, alcol ben integrato nella struttura e lunga persistenza,",,na,na,na,na,na,Italia,2,,,
,0000653,,,,,,3,2016,Proietti,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 80% – Cesanese d'affile 20%,14,24k,Lingua di vitello alla genovese,12 mesi in cemento,"Veste rubino con orlo granato. Sono le rosse note di ciliegia amarena sotto spirito e viola mammola a caratterizzare da subito l'olfatto. Si fanno strada ricordi speziati di chiodi di garofano e tabacco da pipa, mitigati da sbuffi mentolati. Un tannino ancora scalpitante  si incontra e si scontra con un'imponente dotazione alcolica; il risultato è un sorso lungo, dinamico e intrigante.",,na,na,na,na,na,Italia,2,,,
,0000653,,,,,,4,2017,Proietti,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,89,,89,,na,Rosso fermo,10-14,Cesanese 100%,14.5,20k,Coniglio in porchetta,12 mesi in cemento,"Rosso rubino luminoso. Offre al naso profumi di viola essiccata, marasche, melograno, cassis, ricordi di legno di cedro e sbuffi balsamici. Esordisce in bocca con giovanile freschezza, seguita da vivaci ma eleganti tannini; rimarchevole la vena sapida, mentre la chiusura, di bella lunghezza, ripropone il cassis e il succo di melograno.",,na,na,na,na,na,Italia,2,,,
,0000653,,,,,,4,2018,Proietti,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,90,,90,,na,Rosso fermo,10-14,Cesanese 100%,14.5,20k,Sella di vitello ai funghi,12 mesi in cemento,"Rosso rubino vivido. Ottima la profondità olfattiva che esordisce con frutti rossi, ciliegia arancia sanguinella, viola e prosegue su sensazioni balsamiche, bacche di ginepro, cenni di sottobosco e pepe nero. Sorso possente, con tannini gentili sapientemente integrati, freschezza interminabile e lunga persistenza balsamica.",,na,na,na,na,na,Italia,2,,,
,0000653,,,,,,5,2019,Proietti,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,91,,91,,na,Rosso fermo,10-14,Cesanese 100%,14.5,20k,Salsicce con verza e patate,10 mesi in cemento,"Rubino dall'orlo granato. Superbo l'annuncio odoroso di petali di rosa, viola, visciola in confettura e sotto spirito. Anice stellato, cioccolato, tabacco dolce s'intervallano in chiusura. Fresco e di- namico il sorso, sostenuto da un calibrato tannino che allunga interminabile su linee di china",,na,na,na,na,na,Italia,2,,,
,0000653-1,6.00,34,2.79,48,3.7,3★-5★,,Proietti,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,na,,na,,na,Rosso fermo,10-14,Cesanese – Cesanese d'affile,14.5,20k-24k,Coda alla vaccinara – Pappardelle al ragù di anatra – Lingua di vitello alla genovese – Coniglio in porchetta – Sella di vitello ai funghi,8-12 mesi in cemento,,,na,na,na,na,na,Italia,1,,,
,0000654,,,,,,4,2010,Proietti,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14.5,5k,Maltagliati al ragù,12 mesi in botte grande + 12 mesi in bottiglia,"Granato luminoso. Naso essenzialmente fruttato, caratterizzato da ciliegia e mora di gelso, striato da sfumature minerali di cenere. In bocca è intenso, piacevolmente fresco e  di buona beva. Tannino elegante in evidenza. Lascia la bocca pulita e persiste a lungo.",,na,na,na,na,na,Italia,2,,,
,0000654,,,,,,4,2012,Proietti,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,5k,Maialino in crosta,12 mesi in botte grande + 12 mesi in bottiglia,"Granato di eccellente consistenza. Esordio eloquente con confettura di ciliegia e prugna, violetta appassita e rabarbaro. Nuance speziate di pepe rosa, chiodi di garofano, poi sentori tostati di cacao e tabacco, con una scia balsamica di eucalipto in chiusura. Bocca pulita ed elegante, in cui la freschezza e il tannino  ben estratto bilanciano la dotazione calorica, Intensità e persistenza vanno di pari passo sul finale in crescendo.",,na,na,na,na,na,Italia,2,,,
,0000654,,,,,,4,2015,Proietti,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,1k,Spaghetti alla gricia,12 mesi in botte grande + 18 mesi in bottiglia,"Elegante rubino intenso che sfuma sul bordo granato. Inizialmente restio, regala col tempo sensazioni intense e, al contempo, austere. | sentori di mora e cassis precedono quelli di caffè e timo, per finire in una caratterizzante scia solfurea. Sorso avvolgente. Il sostegno di un tannino di ottima fattura affianca una decisa vena sapida. ",,na,na,na,na,na,Italia,2,,,
,0000654,,,,,,3,2016,Proietti,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,86,,86,,na,Rosso fermo,15-19,Cesanese 80% – Cesanese d'affile 20%,15,3k,Stinco di vitello con riduzione al vino rosso,12 mesi in botte grande + 18 mesi in bottiglia,"Rubino vivo con orlo granato. Maestoso all'olfatto, con richiami di more di rovo, amarene, sottobosco, tabacco cubano, speziatura dolce e sottofondo balsamico. Attacco fresco e gustoso, con generosa dotazione alcolica e tannini levigati, in un quadro di buon equilibrio, pervaso da giusta sapidità; finale lungo e coerente.",,na,na,na,na,na,Italia,2,,,
,0000654-1,3.34,19,1.10,19,3.8,3★-4★,,Proietti,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese – Cesanese d'affile,15,1k-5k,Maltagliati al ragù – Maialino in crosta – Spaghetti alla gricia – Stinco di vitello con riduzione al vino rosso,12 mesi in botte grande + 12-18 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000655,,,,,,2,2014,Proietti,Cesanese Di Olevano Romano Tenuta Al Campo,Cesanese Di Olevano Romano,,DOC,Lazio,84,,84,,na,Rosso fermo,5-9,Cesanese 100%,13,12k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000655,,,,,,2,2015,Proietti,Cesanese Di Olevano Romano Tenuta Al Campo,Cesanese Di Olevano Romano,,DOC,Lazio,84,,84,,na,Rosso fermo,5-9,Cesanese 100%,13,12k,Risotto con fegatini di pollo,8 mesi in acciaio,"Rubino classico. Al naso emergono profumi fruttati e floreali, e una lieve traccia vegetale in chiusura. In bocca è gustoso e denota una piacevole freschezza e bevibilità; il tannino  è appena accennato. Sfuma su una lunga persistenza agrumata.",,na,na,na,na,na,Italia,2,,,
,0000655,,,,,,4,2016,Proietti,Cesanese Di Olevano Romano Tenuta Al Campo,Cesanese Di Olevano Romano,,DOC,Lazio,89,,89,,na,Rosso fermo,5-9,Cesanese 100%,13,12k,Stinco di maiale al forno,8 mesi in acciaio,"Manto rubino compatto e luminoso. Il corredo olfattivo mostra petali di iris, eucalipto, carrube e tabacco; sul finale, sentori minerali Emozionante al gusto, che si rivela con un sorso pieno, avvolgente, intenso e diretto, regalando un lungo equilibrio. Il tannino energico e vigoroso non risulta mai invadente. Le freschezze presenti garantiscono un lungo cammino. ",,na,na,na,na,na,Italia,2,,,
,0000655,,,,,,3,2017,Proietti,Cesanese Di Olevano Romano Tenuta Al Campo,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,5-9,Cesanese 100%,13.5,1M,Maialino allo spiedo,8 mesi in acciaio,"Accattivante e luminoso rosso rubino. Accarezza il naso con petali di rosa rossa, amarene, succo di mirtilli, screziature balsamiche e accenni di cardamomo.  Vibrante all'ingresso, in equilibrio fra la tensione della freschezza e i tannini giovanili; buona persistenza con epilogo leggermente amaricante.",,na,na,na,na,na,Italia,2,,,
,0000655-1,1.57,9,1.25,21,2.8,2★-4★,,Proietti,Cesanese Di Olevano Romano Tenuta Al Campo,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,5-9,Cesanese 100%,13.5,12k-1M,Risotto con fegatini di pollo – Stinco di maiale al forno – Maialino allo spiedo,8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000656,,,,,,3,2016,Sanvitis,Cesanese Di Olevano Romano Terre Di Comarca,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,25-29,Cesanese 100%,14.5,666,Capretto alla cacciatora,10 mesi in cemento,"Rosso granato lucente. Olfatto dai toni evoluti con suggerimenti balsamici e speziati, richiami di frutta rossa sotto spirito e cuoio. Bocca agile, ottima spalla acida, il tannino lieve e levigato è ben integrato alla componente alcolica. Buona durevolezza con coe- renti ritorni olfattivi",,na,na,na,na,na,Italia,2,,,
,0000656-1,0.34,2,0.07,1,3.0,3★,,Sanvitis,Cesanese Di Olevano Romano Terre Di Comarca,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,25-29,Cesanese 100%,14.5,666,Capretto alla cacciatora,10 mesi in cemento,,,na,na,na,na,na,Italia,1,,,
,0000657,,,,,,3,2016,Sanvitis,Cesanese Di Olevano Romano,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 100%,14,5k,Bucatini all'amatriciana,18 mesi in acciaio,"Rosso rubino compatto. Olfatto articolato su toni di prugne, lavanda e macchia mediterranea su uno sfondo minerale. Agile nella fresca bevuta; i tannini in via di integrazione esprimono carattere; dote alcolica sostenuta e discreta persistenza, che lascia sensazioni di confettura. ",,na,na,na,na,na,Italia,2,,,
,0000657,,,,,,3,2017,Sanvitis,Cesanese Di Olevano Romano,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 100%,14,5k,Bistecca alla cacciatora,6 mesi in acciaio + 3 mesi in botte,"Rosso rubino vellutato. Aprono l'olfatto intensi accenni di viola e spezie, per poi cedere il passo a ciliegia, prugna, sottobosco e terra bagnata. All'assaggio la freschezza anima il sorso e i tannini accarezzano il palato, donando un buon equilibrio insieme alla componente alcolica. Duraturo il finale sapido.",,na,na,na,na,na,Italia,2,,,
,0000657,,,,,,2,2018,Sanvitis,Cesanese Di Olevano Romano,Cesanese Di Olevano Romano,,DOC,Lazio,84,,84,,na,Rosso fermo,10-14,Cesanese 100%,14.5,2k,nd,6 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000657-1,0.79,4,0.37,6,2.7,3★,,Sanvitis,Cesanese Di Olevano Romano,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,10-14,Cesanese 100%,14.5,2k-5k,Bucatini all'amatriciana – Bistecca alla cacciatora,6-18 mesi in acciaio + 3-12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000658,,,,,,3,2016,Marco Antonelli,Cesanese Di Olevano Romano Il Fresco,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 100%,13.5,2k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000658,,,,,,3,2018,Marco Antonelli,Cesanese Di Olevano Romano Il Fresco,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 100%,13,3k,Coppiette dolci di Bassiano,8 mesi in acciaio,"Rubino trasparente. Si liberano nitide sensazioni di prugna selvatica, ciliegia, violetta, succo di melograno, alloro, mineralità e speziatura. I| sorso è essenziale e avvolgente  | grazie a una vena acida che dona una bevibilità prorompente; tannino giovanile ma ben fatto; coerente, pepato e floreale il finale.",,na,na,na,na,na,Italia,2,,,
,0000658,,,,,,3,2019,Marco Antonelli,Cesanese Di Olevano Romano Il Fresco,Cesanese Di Olevano Romano,,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese 100%,13,3k,Rotolo di coniglio farcito,8 mesi in acciaio,"Affascinante rubino trasparente con cenni granato. Spiccano immediati aromi di lamponi, fragole, petali di rosa, arancia sanguinella e soffi di macis, su un sottofondo di humus e tracce ferruginose. Gradevolmente caldo al palato, è sorretto da una buona vena acida e da tannini aggraziati. Discreta la chiusura sapida.",,na,na,na,na,na,Italia,2,,,
,0000658-1,1.02,6,0.47,8,3.0,3★,,Marco Antonelli,Cesanese Di Olevano Romano Il Fresco,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,10-14,Cesanese 100%,13,2k-3k,Coppiette dolci di Bassiano – Rotolo di coniglio farcito,8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000659,,,,,,3,2015,Marco Antonelli,Cesanese Di Olevano Romano Superiore Tyto,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,15-19,Cesanese 100%,13.5,3k,Filetto di angus alla griglia,?,"Rubino con nette sfumature granato. | profumi iniziali ruotano intorno al frutto rosso scuro,  la marasca, espressione diretta del varietale. Seguono spunti di macchia mediterranea ed echi balsamici. Intenso e concentrato al sorso, rispecchia l'espressione olfattiva. Molto fresco, con tannini morbidi e vellutati, nell'insieme  è diretto e appagante. Termina con un lungo finale vanigliato. ",,na,na,na,na,na,Italia,2,,,
,0000659,,,,,,2,2017,Marco Antonelli,Cesanese Di Olevano Romano Superiore Tyto,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,84,,84,,na,Rosso fermo,15-19,Cesanese 100%,14.5,2k,nd,?,,,na,na,na,na,na,Italia,2,,,
,0000659-1,0.45,3,0.15,3,2.5,2★-3★,,Marco Antonelli,Cesanese Di Olevano Romano Superiore Tyto,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese 100%,14.5,2k-3k,Filetto di angus alla griglia,?,,,na,na,na,na,na,Italia,1,,,
,0000660,,,,,,5,2015,Marco Antonelli,Cesanese Di Olevano Romano Superiore Riserva Kosmos,Cesanese Di Olevano Romano,Superiore – Riserva,DOC,Lazio,91,,91,,na,Rosso fermo,20-24,Cesanese 100%,14,3k,Guancia di maiale brasata,12 mesi in acciaio + 18 mesi in botte grande,"Granato intenso. Elegante al naso, apre immediatamente su nuance di confettura  di ciliegia, per poi lasciare emergere una delicata speziatura di vaniglia e chiodi di garofano. Chiude con sottili sentori terziari di tabacco, cuoio e ferro. Sorprende in bocca per l'eccezionale freschezza che si accompagna alla concentrazione degli aromi, ai tannini ben smussati, alla dotazione calorica perfettamente bilanciata. Un corpo snello e sinuoso invita al nuovo assaggio. Una scia sapida accompagna il lungo finale. ",,na,na,na,na,na,Italia,2,,,
