Categoria-1,Ref,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,PunteggioMedio,PunteggioAIS,Tipologia,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGamberoRosso,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero,,,,,,,,,,,,,,,,
,0000256,3,2015,Castello Di Ama,Chianti Classico Gran Selezione San Lorenzo,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,86,86,Rosso fermo,Sangiovese 80% – Merlot 13% – Malvasia nera 7%,13.5,90k,nd,14 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000256,3,2016,Castello Di Ama,Chianti Classico Gran Selezione San Lorenzo,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,86,86,Rosso fermo,Sangiovese 80% – Merlot 13% – Malvasia nera 7%,13.5,70k,nd,14 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000256,3,2017,Castello Di Ama,Chianti Classico Gran Selezione San Lorenzo,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,86,86,Rosso fermo,Sangiovese 80% – Merlot 13% – Malvasia nera 7%,13.5,70k,nd,14 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000256-1,3★-4★,,Castello Di Ama,Chianti Classico Gran Selezione San Lorenzo,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,na,na,Rosso fermo,Sangiovese 80% – Merlot 13% – Malvasia nera 7%,13.5,70k-90,Etrusca alla brace,14 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000257,2,2014,Castello Di Ama,Chianti Classico Ama,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 96% – Merlot 4%,13,97k,nd,10 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000257,3,2015,Castello Di Ama,Chianti Classico Ama,Chianti Classico,,DOCG,Toscana,20-24,85,85,Rosso fermo,Sangiovese 96% – Merlot 4%,13.5,95k,Roast-beef con patate al forno,10 mesi in barrique,"Rubino concentrato. Stuzzica l'olfatto con frutti croccanti, ciliegia, mora e fragola su tutti. Compaiono poi sentori di salamoia, pepe nero e ciclamino. Più evoluto al gusto che  al naso, l'ingresso non spicca per potenza  ma per eleganza, con tannini levigati. Lunga persistenza e sapidità in chiusura. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000257,2,2016,Castello Di Ama,Chianti Classico Ama,Chianti Classico,,DOCG,Toscana,20-24,84,84,Rosso fermo,Sangiovese 96% – Merlot 4%,13.5,92k,nd,10 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000257,2,2017,Castello Di Ama,Chianti Classico Ama,Chianti Classico,,DOCG,Toscana,20-24,84,84,Rosso fermo,Sangiovese 96% – Merlot 4%,13.5,90k,nd,10 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000257,3,2018,Castello Di Ama,Chianti Classico Ama,Chianti Classico,,DOCG,Toscana,20-24,86,86,Rosso fermo,Sangiovese 96% – Merlot 4%,13.5,105k,Tagliatelle al ragù di coniglio,10 mesi in barrique,"Rosso rubino chiaro. Profuma di viola e ciliegia, accompagnate da cenni garbati di erbe aromatiche e da un pizzico di cannella. Il gusto è orientato prevalentemente sulla freschezza; i tannini giocano un ruolo discreto, ma prezioso, per dare ulteriore vigore al sorso. Ha buon corpo e lungo epilogo fruttato e balsamico.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000257,3,2019,Castello Di Ama,Chianti Classico Ama,Chianti Classico,,DOCG,Toscana,20-24,86,86,Rosso fermo,Sangiovese 96% – Merlot 4%,13.5,120k,nd,10 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000257-1,2★-3★,,Castello Di Ama,Chianti Classico Ama,Chianti Classico,,DOCG,Toscana,20-24,na,na,Rosso fermo,Sangiovese 96% – Merlot 4%,13.5,90k-120k,Roast-beef con patate al forno – Tagliatelle al ragù di coniglio,10 mesi in barrique,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000258,5,2013,Castello Di Ama,Chianti Classico Gran Selezione Vigneto Bellavista,Chianti Classico,Gran Selezione,DOCG,Toscana,150-174,92,92,Rosso fermo,Sangiovese 82% – Malvasia nera 18%,13.5,32k,Filetto di kobe all'aceto balsamico,15 mesi in barrique + 18 mesi in bottiglia,"Rubino vivido. Incipit intrigante di fiori,  foglie di tè e tabacco, cui segue una ricca scansione destinata a evolvere col tempo adesso prevalgono amarena, arancia rossa, rosa canina, grani di pepe e amaretti. Acidità e tannini setosi sembrano scorrere su binari paralleli, creando un sorso dalla raffinata progressione sapida e agrumata, che procede con agilità. Vigna coltivata a guyot tra i 460 e i 525 metri di altezza.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000258,5,2015,Castello Di Ama,Chianti Classico Gran Selezione Vigneto Bellavista,Chianti Classico,Gran Selezione,DOCG,Toscana,200-249,92,92,Rosso fermo,Sangiovese 82% – Malvasia nera 18%,13.5,4k,Arrosto di manzo al vino rosso,15 mesi in barrique + 18 mesi in bottiglia,"Veste rosso rubino luminoso, con orlo porpora di gran fascino. Profilo odoroso che si mostra pian piano, regalando subito suadenti ricordi di mora, mirtillo e cassis, per poi sciogliersi  in ventate di foglie di tè verde, fiori essiccati, tabacco da sigaro, scorza d'arancia, chiodi di garofano e caffè. Al palato conferma la finezza e la precisione: elegante, i tannini cesellati lasciano presupporre una felice evoluzione. Una perdurante permanenza chiude con un tono ammandorlato.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000258,5,2016,Castello Di Ama,Chianti Classico Gran Selezione Vigneto Bellavista,Chianti Classico,Gran Selezione,DOCG,Toscana,200-249,91,91,Rosso fermo,Sangiovese 82% – Malvasia nera 18%,14,4k,Tournedos alla Rossini,15 mesi in barrique + 18 mesi in bottiglia,"Intensa tonalità rosso rubino. Olfatto inebriante: dal fruttato di ciliegia, ribes rosso e melograno procede verso tonalità balsamiche, tabacco  e un lieve tocco di liquirizia, fino a diventare pungente con un pizzico di paprica. Ha un andamento sottile e lineare al palato; i tannini sono fini e perfettamente supportati dall'acidità. Persistenza suadente, dal sapore agrumato, con una chiosa ferruginosa. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000258-1,5★,,Castello Di Ama,Chianti Classico Gran Selezione Vigneto Bellavista,Chianti Classico,Gran Selezione,DOCG,Toscana,200-249,na,na,Rosso fermo,Sangiovese 82% – Malvasia nera 18%,14,4k-32k,Arrosto di manzo al vino rosso – Tournedos alla Rossini,15 mesi in barrique + 18 mesi in bottiglia,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000259,3,2013,Castello Di Ama,Chianti Classico Gran Selezione Vigneto La Casuccia,Chianti Classico,Gran Selezione,DOCG,Toscana,150-174,87,87,Rosso fermo,Sangiovese 80% – Merlot 20%,13.5,4k,Agnello al forno con patate novelle,15 mesi in barrique,"Manto rubino profondo. Iris e ciliegia, da  cui dipartono a ruota sensazioni speziate e minerali: anice stellato, finocchietto selvatico, cardamomo, tabacco, cacao, sottobosco, grafite. Tama tannica di ottima estrazione, sostenuta dall'acidità rinfrescante e da una chiusura minerale di lunga persistenza. Da attendere per qualche anno. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000259,5,2015,Castello Di Ama,Chianti Classico Gran Selezione Vigneto La Casuccia,Chianti Classico,Gran Selezione,DOCG,Toscana,175-199,91,91,Rosso fermo,Sangiovese 80% – Merlot 20%,13.5,4k,Capriolo in umido,15 mesi in barrique,"Color rubino lucente con venature granato. Olfatto incentrato su sensazioni di more di gelso, ciliegie e mirtilli in confettura, bouquet di fiori secchi, a cui seguono in sottofondo nuance di pepe nero, sigaro e sottobosco Successivamente, accenni fumé, erbe officinali e china. Al gusto si presenta prima morbido, esplodendo poi con tutta la potenza dei suoi nobili tannini. Finale di notevole persistenza.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000259,4,2016,Castello Di Ama,Chianti Classico Gran Selezione Vigneto La Casuccia,Chianti Classico,Gran Selezione,DOCG,Toscana,200-249,90,90,Rosso fermo,Sangiovese 80% – Merlot 20%,14,4k,Brasato al Chianti Classico,15 mesi in barrique,"Rosso scuro con riflesso buccia di melanzana Si esprime inizialmente con mirtillo e china, per lasciarsi andare a ricche sensazioni speziate  di chiodi di garofano e noce moscata, fino alla caramella di liquirizia. Al palato si dimostra corposo, con tannino vigoroso a dominare  la scena; epilogo di ribes nero. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000259-1,3★-5★,,Castello Di Ama,Chianti Classico Gran Selezione Vigneto La Casuccia,Chianti Classico,Gran Selezione,DOCG,Toscana,200-249,na,na,Rosso fermo,Sangiovese 80% – Merlot 20%,14,4k,Agnello al forno con patate novelle – Capriolo in umido – Brasato al Chianti Classico,15 mesi in barrique,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000260,4,2018,Castello Di Albola,Chianti Classico Gran Selezione Santa Caterina,Chianti Classico,Gran Selezione,DOCG,Toscana,30-34,90,90,Rosso fermo,Sangiovese 100%,13.5,25k,Pernice lardellata,14 mesi in botte,"Rubino luminoso. I frutti neri in confettura, cannella, menta, erbe aromatiche, cedono il passo a nuance di legno di cedro, rosa ap- passita, macchia mediterranea, tabacco biondo e pino mugo. Sa- porito al sorso, freschezza e alcol guidano il percorso gustativo coadiuvati dal tannino ancora in integrazione.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000260-1,4★,,Castello Di Albola,Chianti Classico Gran Selezione Santa Caterina,Chianti Classico,Gran Selezione,DOCG,Toscana,30-34,na,na,Rosso fermo,Sangiovese 100%,13.5,25k,Pernice lardellata,14 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000261,3,2018,Castello Di Albola,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,20-24,87,87,Rosso fermo,Sangiovese 100%,13.5,?,nd,14 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000261-1,3★,,Castello Di Albola,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,20-24,na,na,Rosso fermo,Sangiovese 100%,13.5,?,nd,14 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000262,3,2019,Castello Di Albola,Chianti Classico,Chianti Classico,,DOCG,Toscana,10-14,85,85,Rosso fermo,Sangiovese 100%,13.5,?,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000262-1,3★,,Castello Di Albola,Chianti Classico,Chianti Classico,,DOCG,Toscana,10-14,na,na,Rosso fermo,Sangiovese 100%,13.5,?,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000263,3,2012,Castello Di Cacchiano,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,85,85,Rosso fermo,Sangiovese 95% – Altri,14.5,21k,Trippa alla lucchese,36 mesi in botti di varie dimensioni,"Vivace rubino trasparente. Al naso le sensazioni fruttate sono mature: ribes e marasca, seguite da scorzette di arancia candita e petali di rosa tea essiccata. Bocca del tutto coerente con i profumi. La freschezza e la trama tannica ben in evidenza stemperano  il tenore alcolico in modo esemplare. Finale  di arancia sanguinella.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000263,3,2013,Castello Di Cacchiano,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,85,85,Rosso fermo,Sangiovese 95% – Altri,14.5,28k,Ossobuco in umido,45 mesi in botte grande,"Rubino luminoso. Nette le evidenze di mora, prugna e susina, ingentilite da fiori di rosa  tea, viola mammola, vaniglia e tabacco dolce. All'assaggio si presenta ben definito, con  una persistenza garbata di frutta essiccata e arancia sanguinella. Il fitto tannino è bilanciato egregiamente dalla componente alcolica.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000263,3,2015,Castello Di Cacchiano,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,85,85,Rosso fermo,Sangiovese 95% – Altri,14,19k,Pappardelle al ragù di chianina,45 mesi in botte grande,"Rubino di bella trasparenza. Naso intenso pervaso da ricordi fruttati, ciliegia e prugna in primis, seguiti da tratti vegetali di erba medica e da una leggera speziatura di pepe nero. Al sorso si presenta caldo ma dinamico, grazie  a una fine trama tannica che anticipa una chiusura sapida",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000263,3,2016,Castello Di Cacchiano,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,85,85,Rosso fermo,Sangiovese 95% – Altri,15,16k,Pappardelle al sugo di lepre,44 mesi in acciaio,"Rubino trasparente. Naso di ribes rosso, succo di mirtillo, viola e rosa tea, mentuccia e finocchio selvatico. Ingresso sontuoso, tannini dinamici e in fase di integrazione con la parte calorica. Finale lungo e rinfrescato di ritorni di frutti rossi.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000263-1,3★,,Castello Di Cacchiano,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,na,na,Rosso fermo,Sangiovese 95% – Altri,15,16k-28k,Trippa alla lucchese – Ossobuco in umido – Pappardelle al ragù di chianina – Pappardelle al sugo di lepre,36-45 mesi in contenitori di vario materiale e capienza,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000264,3,2013,Castello Di Cacchiano,Chianti Classico Gran Selezione Millennio,Chianti Classico,Gran Selezione,DOCG,Toscana,30-34,86,86,Rosso fermo,Sangiovese 100%,15,6k,Filetto al vino rosso con cipolle e patate,32 mesi in botti di varie dimensioni,"Rubino intenso e lucente. Olfatto ricco e di carattere, che introduce in successione more sotto spirito, pot-pourri di rose e viole, note di vaniglia, spezie, cuoio e una lieve traccia ferrosa. Al palato è suadente, incurante del tenore alcolico grazie alla notevole struttura e all'adeguata acidità.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000264,3,2015,Castello Di Cacchiano,Chianti Classico Gran Selezione Millennio,Chianti Classico,Gran Selezione,DOCG,Toscana,30-34,86,86,Rosso fermo,Sangiovese 100%,15.5,4k,nd,54 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000264-1,3★,,Castello Di Cacchiano,Chianti Classico Gran Selezione Millennio,Chianti Classico,Gran Selezione,DOCG,Toscana,30-34,na,na,Rosso fermo,Sangiovese 100%,15.5,4k-6k,Filetto al vino rosso con cipolle e patate,32-54 mesi in botti di varie dimensioni,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000265,3,2013,Castello Di Cacchiano,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,20-24,86,86,Rosso fermo,Sangiovese 95% – Altri,14.5,10k,nd,52 mesi in barrique e tonneau,"Rubino lucente. Tessitura odorosa di avvincente profondità, articolata su amarena, fiori di campo appassiti, una delicata presenza balsamica e tracce di cuoio, tabacco e tè nero. Ingresso austero, con tannino vigoroso ma integrato in una struttura capace di tenere a bada il tenore alcolico. Epilogo amaricante.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000265,3,2015,Castello Di Cacchiano,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,25-29,86,86,Rosso fermo,Sangiovese 95% – Altri,15,10k,Peposo all'imprunetina,45 mesi in barrique e tonneau,"Rubino intenso, con lievissimi riflessi granato sul bordo. Apre con sentori di mora e ciliegia  in confettura, marasca sotto spirito, viola mammola e lillà, adagiati su un tappeto di erba medica e peperone grigliato. l'esuberante tenore alcolico è ben bilanciato dai tannini e dall'acidità, così come gli aromi che si colgono in chiusura sono coerenti con il profilo olfattivo.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000265-1,3★,,Castello Di Cacchiano,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,25-29,na,na,Rosso fermo,Sangiovese 95% – Altri,15,10k,Peposo all'imprunetina,45-52 mesi in barrique e tonneau,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000266,3,2017,Castello di Fonterutoli,Chianti Classico Gran Selezione Vicoregio 36,Chianti Classico,Gran Selezione,DOCG,Toscana,55-59,88,88,Rosso fermo,Sangiovese 100%,13.5,6k,Medaglion di manzo al ginepro,18 mesi in tonneau,"Rubino luminoso. Manifesta aggraziati profumi di more di rovo in confettura, cannella e cioccolato, che aprono la via a timo, santoreggia, mentuccia, muschio, mirto, legno di cedro, tabacco da pipa, grafite, pepe, malva e ruta. Ingresso al palato avvolgente e pieno, con freschezza e tannino in rapida evoluzione, per spianare la strada all'equilibrio. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000266,3,2018,Castello di Fonterutoli,Chianti Classico Gran Selezione Vicoregio 36,Chianti Classico,Gran Selezione,DOCG,Toscana,55-59,88,88,Rosso fermo,Sangiovese 100%,13.5,13k,nd,18 mesi in tonneau,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000266-1,3★-4★,,Castello di Fonterutoli,Chianti Classico Gran Selezione Vicoregio 36,Chianti Classico,Gran Selezione,DOCG,Toscana,55-59,na,na,Rosso fermo,Sangiovese 100%,13.5,6k-13k,Medaglion di manzo al ginepro,18 mesi in tonneau,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000267,4,2017,Castello di Fonterutoli,Chianti Classico Gran Selezione Badiola,Chianti Classico,Gran Selezione,DOCG,Toscana,55-59,90,90,Rosso fermo,Sangiovese 100%,13.5,3k,Tortelli di patate al ragù di cortile,16 mesi in botte,"Rubino trasparente. Naso di ribes rosso, succo di mirtillo, viola e rosa tea, seguiti da erbe aromatiche, muschio, mentuccia e finocchietto selvatico. Sorso gustoso, con tannini vellutati e ben integrati, abbracciati da una vena calorica per nulla invadente. Ottima la persistenza dai ritorni fruttati. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000267,3,2018,Castello di Fonterutoli,Chianti Classico Gran Selezione Badiola,Chianti Classico,Gran Selezione,DOCG,Toscana,55-59,88,88,Rosso fermo,Sangiovese 100%,14.5,6k,nd,16 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000267-1,3★-4★,,Castello di Fonterutoli,Chianti Classico Gran Selezione Badiola,Chianti Classico,Gran Selezione,DOCG,Toscana,55-59,na,na,Rosso fermo,Sangiovese 100%,14.5,3k-6k,Tortelli di patate al ragù di cortile,16 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000268,2,2013,Castello di Fonterutoli,Chianti Classico Riserva Ser Lapo,Chianti Classico,Riserva,DOCG,Toscana,15-19,82,82,Rosso fermo,Sangiovese 90% – Merlot 10%,13,100k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000268,2,2014,Castello di Fonterutoli,Chianti Classico Riserva Ser Lapo,Chianti Classico,Riserva,DOCG,Toscana,15-19,83,83,Rosso fermo,Sangiovese 90% – Merlot 10%,13,120k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000268,2,2015,Castello di Fonterutoli,Chianti Classico Riserva Ser Lapo,Chianti Classico,Riserva,DOCG,Toscana,15-19,83,83,Rosso fermo,Sangiovese 90% – Merlot 10%,13,120k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000268,2,2016,Castello di Fonterutoli,Chianti Classico Riserva Ser Lapo,Chianti Classico,Riserva,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,175k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000268,2,2017,Castello di Fonterutoli,Chianti Classico Riserva Ser Lapo,Chianti Classico,Riserva,DOCG,Toscana,15-19,83,83,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,175k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000268,3,2018,Castello di Fonterutoli,Chianti Classico Riserva Ser Lapo,Chianti Classico,Riserva,DOCG,Toscana,15-19,88,88,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,230k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000268-1,2★-3★,,Castello di Fonterutoli,Chianti Classico Riserva Ser Lapo,Chianti Classico,Riserva,DOCG,Toscana,15-19,na,na,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,100k-230k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000269,3,2017,Castello di Fonterutoli,Chianti Classico Gran Selezione Castello di Fonterutoli,Chianti Classico,Gran Selezione,DOCG,Toscana,45-49,86,86,Rosso fermo,Sangiovese 100%,13.5,40k,nd,18 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000269,3,2018,Castello di Fonterutoli,Chianti Classico Gran Selezione Castello di Fonterutoli,Chianti Classico,Gran Selezione,DOCG,Toscana,45-49,86,86,Rosso fermo,Sangiovese 100%,14,63k,nd,18 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000269-1,3★,,Castello di Fonterutoli,Chianti Classico Gran Selezione Castello di Fonterutoli,Chianti Classico,Gran Selezione,DOCG,Toscana,45-49,na,na,Rosso fermo,Sangiovese 100%,14,40k-63k,nd,18 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000270,3,2014,Castello di Fonterutoli,Chianti Classico Fonterutoli,Chianti Classico,,DOCG,Toscana,15-19,86,86,Rosso fermo,Sangiovese 90% – Merlot 5% – Malvasia nera 3% – Colorino 2%,13.5,400k,Filetto di manzo in crosta,12 mesi in barrique e tonneau,"Rubino trasparente e luminoso. Impatto floreale di viola e rosa che elegantemente segnano la via a ciliegia, fragola e mirtillo, leggere spezie orientali e vaniglia. Al sorso conferma la raffinatezza e la tipicità, esprimendo con garbo freschezza e tannini ben integrati. Persistente nel finale succosamente fruttato. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000270,3,2015,Castello di Fonterutoli,Chianti Classico Fonterutoli,Chianti Classico,,DOCG,Toscana,15-19,86,86,Rosso fermo,Sangiovese 90% – Merlot 5% – Malvasia nera 3% – Colorino 2%,13.5,340k,nd,12 mesi in barrique e tonneau,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
