Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Menzioni,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,Nazione,V,Q,Millesimo,Tecnica,Zucchero,Entry
IN,0000959-1,2.68,15,0.36,18,3.5,,,Barolo,DOCG,Barolo,Boroli,Piemonte,3★-4★,40-44,Nebbiolo 100%,Tapulone – Stinco di maiale – Scaloppe di cervo al ginepro,na,,na,,na,Rosso fermo,13.5,15k-30k,24 mesi in tonneau e botte grande,,,Italia,,,,,,1
,0000956,,,,,,2013,Brunella,Barolo Brunella,DOCG,Barolo,Boroli,Piemonte,3,85-89,Nebbiolo 100%,Prosciutto di Praga al Madeira,87,,87,,na,Rosso fermo,13.5,12k,24 mesi in tonneau e botte grande,"Poco conosciuta, la menzione  geografica Brunella è un naturale  prolungamento del vigneto Villero, con  terreni simili. È un Barolo dal colore  granato tipico, naso molto classico, di  fiori appassiti, spezie fini, frutta rossa,  ciliegia e confetture. Espressione nitida  e puntuale che ritroviamo al gusto,  pulito, morbido, finemente tannico,  terso di acidità e lungo di sapore. Un  debutto molto incoraggiante. Vinificato  in acciaio, è maturato in barrique e botte  grande.  ",,Italia,,,,,,2
,0000956,,,,,,2014,Brunella,Barolo Brunella,DOCG,Barolo,Boroli,Piemonte,4,85-89,Nebbiolo 100%,Guanciale di manzo brasato,90,,90,,na,Rosso fermo,13.5,12k,24 mesi in tonneau e botte grande,"| Granato vivido. L'espressione olfattiva  è molto classica, con inizio di fiori  appassiti e bacche, rosa, liquirizia e  menta. La complessità floreale detta il  ritmo, poi si allarga la base fruttata, con  ciliegia e lampone, mora, confetture e  fragola macerata. Il palato conferma  i lineamenti precisi e ordinati: ha cura  nei dettagli, proporzione e puntualità  tannica, con ritorni di frutta in chiusura  e lunghezza. Menzione ""monopole"" di  casa Boroli, di grande finezza. Dal 2022.  Riposa per 24 mesi fra tonneau e botte  grande.  ",,Italia,,,,,,2
,0000956,,,,,,2015,Brunella,Barolo Brunella,DOCG,Barolo,Boroli,Piemonte,4,85-89,Nebbiolo 100%,Stinco di vitello al Barolo,90,,90,,na,Rosso fermo,14,9k,24 mesi in tonneau e botte grande,"Granato lucente. Riconoscimenti di  frutta zuccherata, rosa, ciliegia, ribes e  melograno; intensità fresca e mentolata,  accenni speziati: è un Brunella in grande  spolvero, dal naso terso. Al gusto stessa  trama, stessa impostazione: la bocca    è corposa, lo sviluppo fresco e preciso,  con tannino sfumato e persistenza  succosa. Ottimo. Matura per 24 mesi  fra tonneau e botti grandi. Prima annata  prodotta: 2013  ",,Italia,,,,,,2
,0000956,,,,,,2016,Brunella,Barolo Brunella,DOCG,Barolo,Boroli,Piemonte,5,85-89,Nebbiolo 100%,Guancia brasata al Barolo,91,,91,,na,Rosso fermo,14.5,13k,24 mesi in tonneau e botte grande,"Granato scuro. Espressione olfattiva  intensa, inizialmente con cenni di  torrefazione, poi sempre più fruttata, dal  tono schietto e preciso: a cioccolato e  frutti di sottobosco si uniscono sentori di  ciliegia e mora, lampone e confetture. La  bocca è splendidamente proporzionata,  il corpo è pieno, il tannino rotondo e  levigato, la chiusura fresca e lunga. Un  Brunella di gran pregio. Vinificazione in  acciaio e maturazione per 24 mesi fra  tonneau e botti grandi.  ",,Italia,,,,,,2
,0000956,,,,,,2017,Brunella,Barolo Brunella,DOCG,Barolo,Boroli,Piemonte,5,85-89,Nebbiolo 100%,Miranengo,91,,91,,na,Rosso fermo,14,12k,24 mesi in tonneau e botte grande,"Profilo olfattivo integro e compatto, apre a intense sensazioni di  frutta rossa e spezie fini: ciliegia in confettura, fragola matura,  mora, foglie secche e bacche. Al gusto risponde con vigore e so-  stanza, buona acidità, tannini fini e ordinati. Brunella di gran pu-  rezza e precisione, sarà godibile dal 2026",,Italia,,,,,,2
IN,0000956-1,8.30,46,0.53,27,4.2,,Brunella,Barolo Brunella,DOCG,Barolo,Boroli,Piemonte,3★-5★,85-89,Nebbiolo 100%,Prosciutto di Praga al Madeira – Guanciale di manzo brasato – Stinco di vitello al Barolo – Guancia brasata al Barolo – Miranengo,na,,na,,na,Rosso fermo,14,9k-13k,24 mesi in tonneau e botte grande,,,Italia,,,,,,1
,0000957,,,,,,2012,Cerequio,Barolo Cerequio,DOCG,Barolo,Boroli,Piemonte,3,80-84,Nebbiolo 100%,Capretto marinato al ginepro,87,,87,,na,Rosso fermo,14,3k,24 mesi in tonneau e botte grande,"Granato classico. l profilo olfattivo  appare espansivo e fruttato all'esordio,  su toni di granatina, cui si aggiungono,  in sincopata sequenza, sensazioni di  pepe macinato, viola ed eleganti sbuffi  vegetali. Bella bocca virile e succosa,  dai tannini brillanti e ancora un poco  sovraesposti ma di valore; coda folta di  frutti rossi e di sapore. Tonneau e botti  grandi.  ",,Italia,,,,,,2
,0000957,,,,,,2013,Cerequio,Barolo Cerequio,DOCG,Barolo,Boroli,Piemonte,3,80-84,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,13.5,5k,24 mesi in tonneau e botte grande,,,Italia,,,,,,2
,0000957,,,,,,2014,Cerequio,Barolo Cerequio,DOCG,Barolo,Boroli,Piemonte,5,85-89,Nebbiolo 100%,Filetto in crosta,91,,91,,na,Rosso fermo,13.5,4k,24 mesi in tonneau e botte grande,"| Granato lucente. Il naso coglie un  tratto preciso, un'espressione pura e  ordinata, dalle terse presenze fruttate  di ciliegia, fragola, ribes, fragola  macerata; poi caramella inglese, menta  ed erbe. In bocca è morbido e molto  saporito; ha corpo pieno, tannino  rotondo e sfumato, lunga persistenza  Avvincente, fresco, dritto, dai tratti  eleganti e godibili: secondo noi il miglior  Cerequio di Achille. Da cogliere dal 2022  Vinificazione in acciaio e maturazione    | fra tonneau e botti grandi per 24 mesi.  ",,Italia,,,,,,2
,0000957,,,,,,2015,Cerequio,Barolo Cerequio,DOCG,Barolo,Boroli,Piemonte,3,85-89,Nebbiolo 100%,Filetto di manzo al pepe nero e uvetta,86,,86,,na,Rosso fermo,14,6k,24 mesi in tonneau e botte grande,"Granato classico. Naso molto tipico,  con sentori che spaziano dalla ciliegia  al lampone, dal ribes al melograno, dalla  cipria al pepe bianco. Al gusto conferma  potenza ed energia: ha sapore, buon  equilibrio, lunga e tesa persistenza.  Promettente, ma da affinare ancora.  Fermentazione in acciaio e maturazione  per 24 mesi in botte grande.  ",,Italia,,,,,,2
,0000957,,,,,,2016,Cerequio,Barolo Cerequio,DOCG,Barolo,Boroli,Piemonte,3,85-89,Nebbiolo 100%,Agnello alla brace,87,,87,,na,Rosso fermo,14.5,7k,24 mesi in tonneau e botte grande,"Granato denso. Invitante e profumato,  di grande qualità, senza fronzoli e  sbavature: ciliegia e melagrana, viola e  iris, fragola macerata e confetture. Al  palato una corroborante tensione acida  sposa una solida struttura, con tannini  fini e sfumati e una lunga e puntuale  persistenza. Vinificazione in acciaio;  sosta in tonneau e botti grandi per 24  mesi.  ",,Italia,,,,,,2
,0000957,,,,,,2017,Cerequio,Barolo Cerequio,DOCG,Barolo,Boroli,Piemonte,3,80-84,Nebbiolo 100%,nd,88,,88,,na,Rosso fermo,14,5k,24 mesi in tonneau e botte grande,,,Italia,,,,,,2
IN,0000957-1,4.67,26,0.32,16,3.3,,Cerequio,Barolo Cerequio,DOCG,Barolo,Boroli,Piemonte,3★-5★,80-84,Nebbiolo 100%,Capretto marinato al ginepro – Filetto in crosta – Filetto di manzo al pepe nero e uvetta – Agnello alla brace,na,,na,,na,Rosso fermo,14,3k-7k,24 mesi in tonneau e botte grande,,,Italia,,,,,,1
,0000958,,,,,,2012,Villero,Barolo Villero,DOCG,Barolo,Boroli,Piemonte,4,80-84,Nebbiolo 100%,Tagliata di cervo al ribes nero,89,,89,,na,Rosso fermo,14,4k,24 mesi in tonneau e botte grande,"Granato di bella intensità. Ricco,  profondo, articolato al naso: lampone  macerato e liquirizia, chiodi di garofano,  nebulizzazione di violetta, fugaci ma  reiterati sentori balsamici. E pure il  sorso convince, per la finezza forte    e il gusto raffinato dei tannini, per gli  equilibrati volumi strutturali, né massicci  né esili, ma giusti; e il penetrante finale,  arricchito da toni sapidi, è da vero Villero:  persistente e di razza. Matura per 24  mesi tra barrique e tonneau, seguono 12  mesi di affinamento in bottiglia.  ",,Italia,,,,,,2
,0000958,,,,,,2013,Villero,Barolo Villero,DOCG,Barolo,Boroli,Piemonte,5,80-84,Nebbiolo 100%,Tournedos alla Rossini,91,,91,,na,Rosso fermo,13.5,5k,24 mesi in tonneau e botte grande,"Villero dal carattere nobile e austero.    Dal punto di vista olfattivo è molto  classico: profumi preziosi di erbe  officinali e fiori appassiti, rosa e violetta,  finissime spezie come noce moscata    e liquirizia, ginepro, foglie e bacche, un  pot-pourri che si fonde in note di ciliegia  e confetture, gelatina e fragolina. Al  gusto brilla per equilibrio e precisione,  con giusto volume e vigore, tannini fini e  sfumati. Una grande sorpresa. Vinificato  in acciaio e maturato tra barrique e  tonneau per 24 mesi. Primo anno di  produzione: 1997.  ",,Italia,,,,,,2
,0000958,,,,,,2014,Villero,Barolo Villero,DOCG,Barolo,Boroli,Piemonte,3,85-89,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,13.5,5k,24 mesi in tonneau e botte grande,,,Italia,,,,,,2
,0000958,,,,,,2015,Villero,Barolo Villero,DOCG,Barolo,Boroli,Piemonte,5,85-89,Nebbiolo 100%,Coscia di agnello al forno,91,,91,,na,Rosso fermo,14,5k,24 mesi in tonneau e botte grande,"Granato lucente. Il naso è austero:  sentori di ciliegia fresca, lampone,  pesca, menta e caramella di liquirizia  L'espressione è integra e si scioglie  man mano, proponendo qualità. Al  gusto si conferma imponente e solido.  Lo sviluppo è preciso, i tannini rotondi,  la chiusura tersa e affilata. Superbo  Fermenta in vasche d'acciaio e riposa  per 24 mesi tra barrique usate e  tonneau. Primo anno di produzione:  1997  ",,Italia,,,,,,2
,0000958,,,,,,2016,Villero,Barolo Villero,DOCG,Barolo,Boroli,Piemonte,4,85-89,Nebbiolo 100%,Costata di manzo alla griglia,90,,90,,na,Rosso fermo,14.5,5k,24 mesi in tonneau e botte grande,"| Di colore granato classico, si distingue  per il naso fervido, prevalentemente  all'insegna di ciliegia, ribes, pesca e  lampone; apre poi a una trama più  fitta, appena speziata, ma sempre    | raffinata. Al gusto si fanno apprezzare  la tensione acida, i tannini vellutati, il  corpo proporzionato e il finale succoso.  Pensiamo sia il miglior Villero prodotto  da Achille Boroli. Trascorre 2 anni fra  tonneau e botte grande  ",,Italia,,,,,,2
,0000958,,,,,,2017,Villero,Barolo Villero,DOCG,Barolo,Boroli,Piemonte,4,80-84,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14,5k,24 mesi in tonneau e botte grande,,,Italia,,,,,,2
IN,0000958-1,9.30,52,0.63,32,4.2,,Villero,Barolo Villero,DOCG,Barolo,Boroli,Piemonte,3★-5★,80-84,Nebbiolo 100%,Tagliata di cervo al ribes nero – Tournedos alla Rossini – Coscia di agnello al forno – Costata di manzo alla griglia,na,,na,,na,Rosso fermo,14,4k-5k,24 mesi in tonneau e botte grande,,,Italia,,,,,,1
,0000973,,,,,,2012,,Barolo,DOCG,Barolo,Brezza,Piemonte,3,25-29,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,8k,24 mesi in botte,,,Italia,,,,,,2
,0000973,,,,,,2013,,Barolo,DOCG,Barolo,Brezza,Piemonte,3,25-29,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,13.5,12k,24 mesi in botte,,,Italia,,,,,,2
,0000973,,,,,,2014,,Barolo,DOCG,Barolo,Brezza,Piemonte,3,25-29,Nebbiolo 100%,Braciola di maiale alla griglia,86,,86,,na,Rosso fermo,13.5,12k,24 mesi in botte,"Granato chiaro. Profilo odoroso sottile  e ammaliante, con riconoscimenti di  foglie secche, rosa appassita e radice di  liquirizia; poi pepe bianco, frutti rossi di  ribes e ciliegia. La bocca è scorrevole,  semplice nelle sensazioni, precisa    nei tannini e nell'epilogo, saporito e  appagante. Leggiadro, ma da non  sottovalutare. Fine e godibile. Sosta per  2 anni in botte grande di Slavonia.  ",,Italia,,,,,,2
IN,0000973-1,1.02,6,0.21,10,3.0,,,Barolo,DOCG,Barolo,Brezza,Piemonte,3★,25-29,Nebbiolo 100%,Braciola di maiale alla griglia,na,,na,,na,Rosso fermo,13.5,8k-12k,24 mesi in botte,,,Italia,,,,,,1
,0000971,,,,,,2012,Cannubi,Barolo Cannubi,DOCG,Barolo,Brezza,Piemonte,4,35-39,Nebbiolo 100%,Castelmagno,89,,89,,na,Rosso fermo,14,10k,24 mesi in botte,"Elegante come di consueto, si    presenta con colore granato chiaro,  profumi fini e intensi di ciliegia, ribes,  melograno, foglie secche e violetta;    poi si assesta su sentori di fragolina    di bosco e cioccolatino, espressione  delicata e magnifica. Al gusto conferma  proporzione ed equilibrio, finezza tannica  e lunghezza. Un Barolo in doppiopetto,  ottimo e pronto dal 2019. Botte grande  di rovere di Slavonia per 2 anni  ",,Italia,,,,,,2
,0000971,,,,,,2013,Cannubi,Barolo Cannubi,DOCG,Barolo,Brezza,Piemonte,3,40-44,Nebbiolo 100%,Stinco di maiale al forno,87,,87,,na,Rosso fermo,14,10k,24 mesi in botte,"Cannubi molto classico, dal naso  intenso, floreale e speziato. Le note di  menta e liquirizia si alternano a quelle  di noce moscata e violetta, rosa, foglie  secche e bacche, poi lievi presenze    di ciliegia e melograno. In bocca ha  corpo e ritmo, tannini tesi e giovani, poi  chiusura precisa e persistente. Barolo  d'antan. Botte grande per 24 mesi.  ",,Italia,,,,,,2
,0000971,,,,,,2014,Cannubi,Barolo Cannubi,DOCG,Barolo,Brezza,Piemonte,4,40-44,Nebbiolo 100%,Fagiano ripieno ,90,,90,,na,Rosso fermo,13.5,10k,24 mesi in botte,"Manto granato. Ventaglio olfattivo di  erbe, rosa e bacche, poi accenni vegetali  e fruttati, con melograno e pesca, ciliegia  e ribes. Al gusto esibisce buon corpo    e solido sviluppo: ha freschezza acida,  tannino rotondo e sfumato, e sapidità  finale. Un Cannubi tipicissimo, dai  caratteri molto tradizionali; per grandi  appassionati. Vinificazione in acciaio,  maturazione in grandi botti di Slavonia  ",,Italia,,,,,,2
,0000971,,,,,,2015,Cannubi,Barolo Cannubi,DOCG,Barolo,Brezza,Piemonte,4,40-44,Nebbiolo 100%,Sella alla marescialla con asparagi,90,,90,,na,Rosso fermo,14.5,10k,24 mesi in botte,"Granato classico. All'olfatto è intenso,  con affascinanti nuance salmastre e  floreali, poi menta, insieme a ciliegia    e lampone a dominare, quindi fragola  macerata e resina. La bocca è  avvolgente e dalla ricca struttura, lunga  e gustosa nella persistenza, con tannino  fine e ottima acidità. Eccellente. Riposa  in grandi botti di Slavonia per 24 mesi  ",,Italia,,,,,,2
,0000971,,,,,,2016,Cannubi,Barolo Cannubi,DOCG,Barolo,Brezza,Piemonte,4,45-49,Nebbiolo 100%,Fontina d'alpeggio,89,,89,,na,Rosso fermo,14.5,10k,24 mesi in botte,"Cannubi molto classico, porta in dote i  profumi del terroir, una fusione deliziosa  di sentori floreali, speziati e fruttati;  emergono percezioni di bacche e noce  moscata, radici, sottobosco, poi ciliegia,  ribes, lampone, viola e iris. Espressione  pura e puntuale che ritroviamo al sorso,  dal piglio equilibrato e dal tannino sottile  e mai invadente. Al meglio dal 2025. Per  2 anni in rovere di Slavonia.  ",,Italia,,,,,,2
,0000971,,,,,,2017,Cannubi,Barolo Cannubi,DOCG,Barolo,Brezza,Piemonte,4,40-44,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14.5,10k,24 mesi in botte,,,Italia,,,,,,2
IN,0000971-1,5.34,30,0.71,35,3.8,,Cannubi,Barolo Cannubi,DOCG,Barolo,Brezza,Piemonte,3★-4★,40-44,Nebbiolo 100%,Castelmagno – Stinco di maiale al forno – Fagiano ripieno  – Sella alla marescialla con asparagi – Fontina d'alpeggio,na,,na,,na,Rosso fermo,14.5,10k,24 mesi in botte,,,Italia,,,,,,1
,0000972,,,,,,2013,Castellero,Barolo Castellero,DOCG,Barolo,Brezza,Piemonte,3,30-34,Nebbiolo 100%,Scamone di vitello al pepe verde,85,,85,,na,Rosso fermo,14,5k,24 mesi in botte,"Granato. Piglio olfattivo antico: bacche,  foglie secche, terra bagnata, erbe. Poi  apre a toni più fruttati, esibendo note di  fragola e ciliegia di grandiosa purezza  e nobiltà. Al gusto è un Castellero ricco  e corposo, dai giusti volumi, morbido    e finemente tannico. Un assaggio  luminoso, non da premio viste le  proporzioni, ma di superba finezza e  godibilità. Botte grande di Slavonia per 2  anni. Prima annata: 1979  ",,Italia,,,,,,2
,0000972,,,,,,2014,Castellero,Barolo Castellero,DOCG,Barolo,Brezza,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,5k,24 mesi in botte,,,Italia,,,,,,2
,0000972,,,,,,2015,Castellero,Barolo Castellero,DOCG,Barolo,Brezza,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,5k,24 mesi in botte,,,Italia,,,,,,2
,0000972,,,,,,2016,Castellero,Barolo Castellero,DOCG,Barolo,Brezza,Piemonte,4,40-44,Nebbiolo 100%,Carbonada,89,,89,,na,Rosso fermo,15,5k,24 mesi in botte,"Granato, si presenta in gran forma,  con un bouquet sottile di sorprendente  eleganza. Propone erbe e timo, radici,  bacche, rose e pepe bianco; poi esce    il frutto, rosso di melagrana, ciliegia,  fragolina e ribes. La finezza si ritrova  al gusto, con buon corpo e sviluppo  puntuale, tannini rotondi e lunga  chiusura. Un Castellero in forte ascesa,  forse il migliore di sempre. In botte  grande per 24 mesi.  ",,Italia,,,,,,2
,0000972,,,,,,2017,Castellero,Barolo Castellero,DOCG,Barolo,Brezza,Piemonte,3,40-44,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14,5k,24 mesi in botte,,,Italia,,,,,,2
IN,0000972-1,2.36,13,0.31,16,3.2,,Castellero,Barolo Castellero,DOCG,Barolo,Brezza,Piemonte,3★-4★,40-44,Nebbiolo 100%,Scamone di vitello al pepe verde – Carbonada,na,,na,,na,Rosso fermo,14,5k,24 mesi in botte,,,Italia,,,,,,1
,0000970,,,,,,2012,Sarmassa,Barolo Sarmassa,DOCG,Barolo,Brezza,Piemonte,4,40-44,Nebbiolo 100%,Filetto di vitello ai porcini,90,,90,,na,Rosso fermo,14.5,9k,24 mesi in botte grande,"Granato classico nel colore, è un vino  dai connotati molto espressivi e ricchi    di fascino. Il naso propone note calde di  tè, carcadè, pesca, poi fiori appassiti e  bacche, leggera speziatura, frutta rossa  delicata. Al gusto offre struttura piena e  morbida, equilibrio, tannino mordace ma  maturo. Poco sotto il podio. Trascorre  24 mesi in botte grande di rovere di  Slavonia. Prima annata: 1979.  ",,Italia,,,,,,2
,0000970,,,,,,2013,Sarmassa,Barolo Sarmassa,DOCG,Barolo,Brezza,Piemonte,4,45-49,Nebbiolo 100%,Costoletta alla milanese,90,,90,,na,Rosso fermo,14,6k,24 mesi in botte grande,"Stesso piglio della Riserva, ma più  fervido e leggiadro. La trama olfattiva è  molto fresca, fruttata, segnata da sentori  di ribes e melograno, fragolina di bosco,  ciliegia, poi violetta, rosa e menta a  stuzzicare. Al gusto ancora freschezza e  precisione con tannino fine e sfumato e  lungo finale. Un Barolo pregiato e molto  bevibile. Matura per 24 mesi in rovere di  Slavonia.  ",,Italia,,,,,,2
,0000970,,,,,,2014,Sarmassa,Barolo Sarmassa,DOCG,Barolo,Brezza,Piemonte,3,45-49,Nebbiolo 100%,Lepre al civet,88,,88,,na,Rosso fermo,13.5,9k,24 mesi in botte grande,"Colore granato di media intensità.  Olfatto variegato, di cuoio, torrefazione,  cioccolatino, menta, frutta rossa, come  ciliegia e fragola. Al palato gode di giuste  proporzioni, con freschezza, sapidità,  ottimo tannino e lunghezza. Armonioso,  al meglio dal 2022. Vinificato in vasche  di acciaio, riposa per 2 anni in grandi  botti di rovere di Slavonia  ",,Italia,,,,,,2
,0000970,,,,,,2015,Sarmassa,Barolo Sarmassa,DOCG,Barolo,Brezza,Piemonte,5,45-49,Nebbiolo 100%,Wagyu alla griglia,92,,92,,na,Rosso fermo,14.5,6k,24 mesi in botte grande,"Il colore è granato. Profilo olfattivo    di ottimo impatto, molto preciso nei  rimandi di frutta e fiori appassiti, e  spezie fini in sottofondo; i profumi sono  di ciliegia e fragola macerata, bacche    e foglie secche, rosa e viola, incenso e  confetture. La bocca è da fuoriclasse:  l'ingresso è morbido, pieno e finemente  tannico, con una chiusura lunga e  fruttata. Fermenta in acciaio e matura  per 24 mesi in grandi botti di Slavonia  Primo anno di produzione: 1979.  ",,Italia,,,,,,2
,0000970,,,,,,2016,Sarmassa,Barolo Sarmassa,DOCG,Barolo,Brezza,Piemonte,5,50-54,Nebbiolo 100%,Arrosto di maiale ai carciofi,92,,92,,na,Rosso fermo,14.5,6k,24 mesi in botte grande,"Granato vivido. Naso splendido,  eccellente in finezza e dettagli, sprigiona  ricordi di frutta rossa, fiori essiccati,  delicati sentori torrefatti; ciliegia e  fragola in confettura si fondono a  melagrana, petali di rosa, viola; poi  liquirizia e noce moscata. Al gusto  conferma l'equilibrio e l'armonia dei  grandi: ha corpo proporzionato, tannini  sfumati e lunga persistenza. Il classico  Sarmassa dei Brezza, aristocratico. Dal  2025. Riposa per 2 anni in grandi botti di  sSlavonia  ",,Italia,,,,,,2
