Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Menzioni,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0001606,,,,,,Superiore – Riserva,2017,Romagna Sangiovese Superiore Riserva Domus Caia,DOC,Romagna Sangiovese,Ferrucci,Romagna,4,25-29,Sangiovese 100%,90,,90,,na,Rosso fermo,14,18k,Guancia di manzo brasata,12 mesi in tonneau,"| Rubino profondo quasi granato. Bouquet stratificato con amarene, more e prugne in confettura, liquirizia, spezie dolci, tabacco da pipa e cenni balsamici. Il sorso è voluttuoso e avvolgente, impreziosito da tannini setosi e tonificato da un'intrigante vena fresco-sapida che regala dinamicità alla beva. Finale lungo e appagante Ottimo potenziale evolutivo. Da uve in parte appassite su graticci per circa 30 giorni, fermenta in vasche di cemento vetrificato e matura in tonneau per 12 mesi. Affina un anno in bottiglia. ",,Italia,2,,,
,0001606,,,,,,Superiore – Riserva,2018,Romagna Sangiovese Superiore Riserva Domus Caia,DOC,Romagna Sangiovese,Ferrucci,Romagna,5,15-19,Sangiovese 100%,92,,92,,na,Rosso fermo,14.5,16k,Filetto di manzo al tartufo,12 mesi in tonneau,"Rubino vivace. Maestoso e pregevole al naso, fiori di peonia e frutti rossi avvolgono sensazioni di macchia mediterranea, spe- zie e balsamicità. Corpo potente, caldo e setoso, mitigato da tannini nobili e da un'adeguata freschezza che definisce il finale dalla lunga persistenza.",,Italia,2,,,
,0001606-1,6.00,53,3.13,55,3.7,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Domus Caia,DOC,Romagna Sangiovese,Ferrucci,Romagna,3★-5★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,6k-18k,Brasato al Sangiovese – Piccione arrosto – Prosciutto affumicato al forno – Roast-beef di fassona con scaglie di castelmagno – Guancia di manzo brasata – Filetto di manzo al tartufo,12 mesi in tonneau,,,Italia,1,,,
,0001610,,,,,,Castrocaro,2015,Romagna Sangiovese Castrocaro Fiorone,DOC,Romagna Sangiovese,Fiorentini,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14,5k,Germano reale al coccio,12 mesi in acciaio,"Rubino profondo con riflessi granato All'olfatto si avvertono distintamente i frutti neri macerati, il tabacco mentolato, la radice di liquirizia e i chiodi di garofano. La bocca ricorda il naso  per intensità e ricchezza di proposte: tannini articolati, vivaci e saporiti, uUna freschezza equilibrata e una chiusura lunga e speziata. Maturazione per un anno in acciaio e affinamento in bottiglia per 6 mesi ",,Italia,2,,,
,0001610,,,,,,Castrocaro,2017,Romagna Sangiovese Castrocaro Fiorone,DOC,Romagna Sangiovese,Fiorentini,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,5k,Saltimbocca alla romana,12 mesi in acciaio,"| Rlosso rubino vivace. Al naso mostra prevalentemente sensazioni di frutta rossa, ciliegia e susina, poi accenni di rabarbaro alternati a sottobosco. Struttura robusta, con tannini copiosi ancora in via di integrazione. Ha un significativo calore alcolico e, a supporto, una adeguata dotazione di freschezza che caratterizza il lungo finale. Fermentazione e maturazione in acciaio. ",,Italia,2,,,
,0001610,,,,,,Castrocaro,2018,Romagna Sangiovese Castrocaro Fiorone,DOC,Romagna Sangiovese,Fiorentini,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14,5k,Faraona alla cacciatora,12 mesi in acciaio,"r7 Rosso rubino. Esprime decisi richiami di ciliegia, ribes rosso e susina, inseriti in uno sfondo ingentilito da delicati profumi di fiori rossi. l'assaggio ha l'integrità e il vigore di un vino giovanile, con tannini incisivi e una freschezza agrumata, in equilibrio con il calore alcolico. Occorre ancora un po' di tempo per rivelarsi appieno. Fermenta in acciaio, dove matura per un anno. ",,Italia,2,,,
,0001610-1,1.02,9,0.75,13,3.0,Castrocaro,,Romagna Sangiovese Castrocaro Fiorone,DOC,Romagna Sangiovese,Fiorentini,Romagna,3★-5★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,5k,Germano reale al coccio – Saltimbocca alla romana – Faraona alla cacciatora,12 mesi in acciaio,,,Italia,1,,,
,0001610,,,,,,Castrocaro – Riserva,2013,Romagna Sangiovese Castrocaro Riserva Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,2k,,6 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001610,,,,,,Castrocaro – Riserva,2015,Romagna Sangiovese Castrocaro Riserva Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,2,15-19,Sangiovese 100%,84,,84,,na,Rosso fermo,15,2k,,6 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001610,,,,,,Castrocaro – Riserva,2016,Romagna Sangiovese Castrocaro Riserva Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,4,15-19,Sangiovese 100%,89,,89,,na,Rosso fermo,15,2k,,6 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001610-1,1.23,11,0.64,11,2.7,Castrocaro – Riserva,,Romagna Sangiovese Castrocaro Riserva Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,2★-4★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,15,2k,,6 mesi in acciaio + 12 mesi in botte,,,Italia,1,,,
,0001611,,,,,,Riserva,2015,Romagna Sangiovese Riserva Vigna Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,15,2k,Lepre in salmì,12 mesi in botte,"IROSSO rubino intenso. Bouquet classico di ciliegia, prugna e mirtillo, in felice alternanza con la vaniglia. Al palato è deciso, pieno, solido nell'apporto tannico e provvisto di vigorosa freschezza. Il tempo arrotonderà i giovani tannini, ripagando in termini di equilibrio. Sosta per un anno in legni di media capacità e poi affina per 6 mesi in bottiglia. ",,Italia,2,,,
,0001611-1,0.34,3,0.25,4,3.0,nd,,Romagna Sangiovese Riserva Vigna Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,15,2k,Lepre in salmì,12 mesi in botte,,,Italia,1,,,
,0001612,,,,,,Riserva,2015,Romagna Sangiovese Superiore Riserva Vigna Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,1k,Petto d'oca lardellato,12 mesi in botte,"Rubino intenso con riflessi granato. Al naso si presenta deciso, con profumi fruttati e speziati: confettura di prugna  e mora, vaniglia e liquirizia, accenni  di eucalipto e anice stellato. Impatto potente al palato: note alcoliche calde  in evidenza e trama tannica vivace conducono a un persistente finale fruttato. Trascorre 6 mesi in acciaio e 12 in botte di rovere da 500 litri. ",,Italia,2,,,
,0001612-1,0.34,3,0.25,4,3.0,nd,,Romagna Sangiovese Superiore Riserva Vigna Dei Dottori,DOC,Romagna Sangiovese,Fiorentini,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,1k,Petto d'oca lardellato,12 mesi in botte,,,Italia,1,,,
,0001622,,,,,,Brisighella,2014,Romagna Sangiovese Brisighella Corallo Rosso,DOC,Romagna Sangiovese,Gallegati,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,3k,,8 mesi in acciaio,,,Italia,2,,,
,0001622,,,,,,Brisighella,2015,Romagna Sangiovese Brisighella Corallo Rosso,DOC,Romagna Sangiovese,Gallegati,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,5k,Zucchine con ripieno di carne al sugo,8 mesi in acciaio,"Rosso rubino. Timido all'ingresso, aprendosi esala note silvestri di sottobosco, ciliegie e piccoli frutti rossi Importante trama tannica al gusto, integrata da un tenore alcolico ben dosato. Matura principalmente in acciaio con piccola frazione in rovere, poi affina per altri 3 mesi in bottiglia ",,Italia,2,,,
,0001622,,,,,,Brisighella,2016,Romagna Sangiovese Brisighella Corallo Rosso,DOC,Romagna Sangiovese,Gallegati,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,3k,Tagliatelle al ragù,8 mesi in acciaio,"R!sso rubino pieno. Immediato e comunicativo, si offre con ricordi di viola e di ciliegia. Il sorso non tradisce: acidità vibrante, tannini gagliardi e una verve salina danno vita a una beva gustosa. Solo acciaio, salvo una piccola parte che matura in legni francesi; affina per 4 mesi in bottiglia ",,Italia,2,,,
,0001622,,,,,,Brisighella,2017,Romagna Sangiovese Brisighella Corallo Rosso,DOC,Romagna Sangiovese,Gallegati,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,3k,Involtini di manzo prosciutto e salvia,8 mesi in acciaio,"Rosso rubino. Olfatto intrigante in cui domina il frutto, marasca, mirtillo e mora, ricordi di rosa essiccata e una nuance balsamica. Sorso fresco, dalla bevibilità immediata; i tannini dinamici assicurano una beva gradevole grazie alla struttura ben equilibrata. Chiusura su ricordi fruttati. Sosta per 8 mesi in acciaio. ",,Italia,2,,,
,0001622,,,,,,Brisighella,2018,Romagna Sangiovese Brisighella Corallo Rosso,DOC,Romagna Sangiovese,Gallegati,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,3k,,8 mesi in acciaio,,,Italia,2,,,
,0001622,,,,,,Brisighella,2019,Romagna Sangiovese Brisighella Corallo Rosso,DOC,Romagna Sangiovese,Gallegati,Romagna,5,10-14,Sangiovese 100%,91,,91,,na,Rosso fermo,13.5,2k,Tagliata al sale dolce di Cervia,8 mesi in acciaio,"Manto rosso cremisi dagli affascinanti aromi di frutta rossa e arancia sanguinella, poi violette e rose, su refoli balsamici. L’as- saggio è saporito e succoso, reso scorrevole e brioso da tannini di ottima fattura e dalla vivace acidità. Finale con ritorni di cilie- gia.",,Italia,2,,,
,0001622-1,4.23,37,3.12,55,3.0,Brisighella,,Romagna Sangiovese Brisighella Corallo Rosso,DOC,Romagna Sangiovese,Gallegati,Romagna,2★-5★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,2k-5k,Zucchine con ripieno di carne al sugo – Tagliatelle al ragù – Involtini di manzo prosciutto e salvia – Tagliata al sale dolce di Cervia,8 mesi in acciaio,,,Italia,1,,,
,0001623,,,,,,Brisighella – Riserva,2012,Romagna Sangiovese Brisighella Riserva Corallo Nero,DOC,Romagna Sangiovese,Gallegati,Romagna,4,15-19,Sangiovese 100%,89,,89,,na,Rosso fermo,15,9k,Lepre in civet,14 mesi in tonneau,"R0'sso rubino compatto. Esordio al naso con un gradevole intreccio di note speziate dalla forte spinta aromatica, su cui si adagiano evidenti accenni di prugne e ciliegie che danno vita a un insieme coinvolgente e caratteriale  È un vino dalla notevole componente sapida, o piuttosto salina, con il pregio di un tannino rigoglioso e integrato. L'uso sapiente e controllato del legno in fase di vinificazione assicura una raffinata eleganza. Passa 14 mesi in tonneau e affina per 15 mesi in bottiglia. ",,Italia,2,,,
,0001623,,,,,,Brisighella – Riserva,2015,Romagna Sangiovese Brisighella Riserva Corallo Nero,DOC,Romagna Sangiovese,Gallegati,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,2k,,14 mesi in tonneau,,,Italia,2,,,
,0001623,,,,,,Brisighella – Riserva,2016,Romagna Sangiovese Brisighella Riserva Corallo Nero,DOC,Romagna Sangiovese,Gallegati,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,2k,Pappardelle al sugo di lepre,14 mesi in tonneau,"Rosso rubino con riflessi granato. AI naso è ricco ed evoluto: si apprezzano cenni di rose essiccate, cui fanno seguito frutti neri sotto spirito e chinotto, il tutto rinfrescato da un'aura balsamica di eucalipto. Al palato il sorso è dominato da una scia sapida che sostiene un tannino ancora ruvido. Chiude caldo con ritorni amaricanti Matura per 14 mesi in botte di Allier. ",,Italia,2,,,
,0001623,,,,,,Brisighella – Riserva,2017,Romagna Sangiovese Brisighella Riserva Corallo Nero,DOC,Romagna Sangiovese,Gallegati,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,2k,,14 mesi in tonneau,,,Italia,2,,,
,0001623-1,2.02,18,1.05,18,3.3,Brisighella – Riserva,,Romagna Sangiovese Brisighella Riserva Corallo Nero,DOC,Romagna Sangiovese,Gallegati,Romagna,3★-4★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,2k-9k,Lepre in civet – Pappardelle al sugo di lepre,14 mesi in tonneau,,,Italia,1,,,
,0001624,,,,,,Brisighella – Riserva,2012,Romagna Sangiovese Brisighella Riserva Corallo Nero Per Elena E Sofia,DOC,Romagna Sangiovese,Gallegati,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,2k,Pernice in casseruola,14 mesi in botte,"Rosso rubino luminoso. Diffonde profumi di ciliegie e fragoline, poi  rose appassite, cannella, cioccolato e liquirizia. All'assaggio si palesa profondo, di raffinato equilibrio gustativo per freschezza salina e apporto tannico  ben calibrati. Un Riserva ottenuto da  una selezione speciale, proposto solo in annate particolari. Matura per 2 anni in rovere di Allier e affina in bottiglia. ",,Italia,2,,,
,0001624-1,0.34,3,0.18,3,3.0,Brisighella – Riserva,,Romagna Sangiovese Brisighella Riserva Corallo Nero Per Elena E Sofia,DOC,Romagna Sangiovese,Gallegati,Romagna,3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,2k,Pernice in casseruola,14 mesi in botte,,,Italia,1,,,
,0001644,,,,,,Bertinoro – Riserva,2012,Romagna Sangiovese Bertinoro Riserva Ombroso,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,3,20-24,Sangiovese 100%,87,,87,,na,Rosso fermo,14.5,8k,Costata di manzo al sale e rosmarino,12 mesi in barrique,"Rosso rubino intenso. Naso di notevoleintegrità e con note di marasca, ribes nero eiris, in uno scenario in cui primeggiano delicatespeziature e note autunnali di sottobosco.Vino di calore e struttura, morbido nonostanteil vivace apporto di tannini e freschezza, conun frutto pieno e saporito. l finale è lungo esapido, con richiami minerali. Vinificazionein acciaio, maturazione in legno e lungoaffinamento di 24 mesi in bottiglia",,Italia,2,,,
,0001644,,,,,,Bertinoro – Riserva,2013,Romagna Sangiovese Bertinoro Riserva Ombroso,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,3,20-24,Sangiovese 100%,87,,87,,na,Rosso fermo,13.5,8k,Brasato al Sangiovese,12 mesi in barrique,"Rubino trasparente. Delicato ventaglio olfattivo,che si esprime con ribes, more, prugne, speziedolci e tabacco. Elegante, dal sorso pieno edequilibrato nelle componenti fresco-sapide, contannini vellutati e ben integrati che regalano unfinale persistente. Fermentato in acciaio, riposaper 12 mesi in barrique e per 24 in bottiglia.",,Italia,2,,,
,0001644,,,,,,Bertinoro – Riserva,2015,Romagna Sangiovese Bertinoro Riserva Ombroso,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,3,20-24,Sangiovese 100%,88,,88,,na,Rosso fermo,14.5,8k,Carrè di capriolo ai mirtilli,12 mesi in tonneau,"Rosso rubino luminoso. Più comunicativodelle annate precedenti, elargisce chiaririmandi di susine rosse, anice stellato e radicedi zenzero, su uno sfondo che ammicca allamineralità. L'ingresso in bocca è fresco, snelloe corroborante, con un tannino ben espresso.Equilibrato e godibile da subito, si arricchiscedi una lunga, saporita chiusura. Matura in legnimedi e piccoli per un anno, quindi affina quasi 2anni in bottiglia.",,Italia,2,,,
,0001644,,,,,,Bertinoro – Riserva,2016,Romagna Sangiovese Bertinoro Riserva Ombroso,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,5,20-24,Sangiovese 100%,91,,91,,na,Rosso fermo,14,8k,Piccione cotto a bassa temperatura e salsa di prugne,12 mesi in tonneau,"Rosso rubino concentrato. Olfatto articolatoe di bella intensità, in cui una persistentesensazione balsamica circonda sentori di fruttidi bosco, fiori rossi, cacao e tabacco. Ricco,caldo e vellutato il sorso: la morbidezza ècontrastata da un'acidità vivace, da una giustasapidità e da un tannino di trama fitta e setosa.Coerente con l’olfatto, di grande equilibrio e dalsicuro potenziale evolutivo. Fermenta in roveredi Allier, dove matura per 12 mesi, prima diaffinare per altri 18 in bottiglia.",,Italia,2,,,
,0001644,,,,,,Bertinoro – Riserva,2017,Romagna Sangiovese Bertinoro Riserva Ombroso,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,5,20-24,Sangiovese 100%,92,,92,,na,Rosso fermo,14.5,7k,Petto d'anatra con salsa all'arancia,12 mesi in tonneau,"Rosso rubino compatto e luminoso. Espressivoe articolato al naso, si apre su freschi profumifruttati e floreali: mora, ribes e amarena siintrecciano a petali di rosa e violetta, arricchitida un sottofondo di eucalipto, pepe nero eginepro. All'assaggio si fa apprezzare perl'eleganza e il carattere, suggellati da un grandeequilibrio e da tannini incisivi e di ottimafattura. Il sorso è dinamico, succoso, permeatodi freschezza e sapidità che lo sostengono inun lungo e appagante finale. Matura per 12mesi in tonneau e successivamente affina altri18 mesi in bottiglia",,Italia,2,,,
,0001644,,,,,,Bertinoro – Riserva,2018,Romagna Sangiovese Bertinoro Riserva Ombroso,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,5,20-24,Sangiovese 100%,93,,93,,na,Rosso fermo,14,8k,Lepre in salmì,12 mesi in tonneau,"Livrea rosso rubino. Promette appunti odorosi interessanti, gio-cati su ciliegia e violetta, poi una speziatura di cannella e pepebianco. Il frutto, vivido e fresco, è il protagonista del gusto, conuna dotazione tannica levigata che delinea un profilo armonico.Guizzo sapido sul finale. ",,Italia,2,,,
,0001644-1,9.96,88,4.01,70,4.0,Bertinoro – Riserva,,Romagna Sangiovese Bertinoro Riserva Ombroso,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,3★-5★,20-24,Sangiovese 100%,na,,na,,na,Rosso fermo,14,7k-8k,Costata di manzo al sale e rosmarino – Brasato al Sangiovese – Carrè di capriolo ai mirtilli – Piccione cotto a bassa temperatura e salsa di prugne – Petto d'anatra con salsa all'arancia – Lepre in salmì,12 mesi in tonneau o barrique,,,Italia,1,,,
,0001645,,,,,,Superiore,2013,Romagna Sangiovese Superiore Fermavento,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,2,10-14,Sangiovese 100%,83,,83,,na,Rosso fermo,13.5,18k,Tagliatelle al ragù di mora romagnola,12 mesi in acciaio + 12 mesi in botte,"Granato classico. Nitidi sentori di confettura difrutta rossa, cui seguono note di fiori appassitiin un quadro di fine speziatura data da unrovere ottimamente dosato. l sorso è caldo,segnato da tannini vivaci e un ottimo contributodi freschezza. Vino dalla discreta persistenzacon ritorni di confettura. Il 60 per cento dellamassa sosta in legno e la parte restante inlegno.",,Italia,2,,,
,0001645,,,,,,Superiore,2015,Romagna Sangiovese Superiore Fermavento,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,2,10-14,Sangiovese 100%,83,,83,,na,Rosso fermo,14.5,18k,Pollo alla cacciatora,12 mesi in acciaio + 12 mesi in botte,"Rubino cupo. Il naso è dominato da fruttirossi, seguiti da un tocco floreale e vagamenteterroso. Sorso di buona struttura, sorretto damedia freschezza e da tannini in primo pianoche tendono ad asciugare il palato. Fermentain acciaio. Matura per il 60 per cento in legno, ilresto in acciaio. Poi in barrique per 12 mesi",,Italia,2,,,
,0001645,,,,,,Superiore,2016,Romagna Sangiovese Superiore Fermavento,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,20k,,12 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001645,,,,,,Superiore,2018,Romagna Sangiovese Superiore Fermavento,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,19k,,12 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001645,,,,,,Superiore,2019,Romagna Sangiovese Superiore Fermavento,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,9k,,12 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001645-1,0.80,7,0.59,10,2.2,Superiore,,Romagna Sangiovese Superiore Fermavento,DOC,Romagna Sangiovese,Giovanna Madonia,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,9k-20k,Tagliatelle al ragù di mora romagnola – Pollo alla cacciatora,12 mesi in acciaio + 12 mesi in botte,,,Italia,1,,,
,0001626,,,,,,Oriolo,2016,Romagna Sangiovese Oriolo I Sabbioni,DOC,Romagna Sangiovese,I Sabbioni,Romagna,2,20-24,Sangiovese 100%,84,,84,,na,Rosso fermo,13,20k,Risotto con la salsiccia,12 mesi in acciaio,"Rosso rubino con riflessi porpora. Il profumo esprime ancora un tratto vinoso, unito a viola, prugna e scorza d'arancia. Fresco e slanciato al palato, con una inclinazione al frutto, si destreggia fra tannini vigorosi e una sapidità dagli accenni minerali. Solo acciaio per 8 mesi, poi un semestre in bottiglia. ",,Italia,2,,,
